arm,sensor,treatment_site_id,fit_window,lambda,cv_sse,chosen
main,sentinel1,treatment_0001,P01-08,5011.872336272725,9271.870802781621,False
main,sentinel1,treatment_0001,P01-08,6309.573444801943,9271.870802812395,False
main,sentinel1,treatment_0001,P01-08,7943.282347242822,9271.87080285543,False
main,sentinel1,treatment_0001,P01-08,10000.0,9271.870802909358,False
main,sentinel1,treatment_0001,P01-09,0.0001,10398.536764075925,False
main,sentinel1,treatment_0001,P01-09,0.00012589254117941674,10398.536764075925,False
main,sentinel1,treatment_0001,P01-09,0.00015848931924611142,10398.536764075925,False
main,sentinel1,treatment_0001,P01-09,0.00019952623149688788,10398.536764075925,False
main,sentinel1,treatment_0001,P01-09,0.00025118864315095795,10398.536764075921,False
main,sentinel1,treatment_0001,P01-09,0.00031622776601683794,10398.536764075921,False
main,sentinel1,treatment_0001,P01-09,0.00039810717055349735,10398.536764075921,False
main,sentinel1,treatment_0001,P01-09,0.0005011872336272725,10398.536764075921,False
main,sentinel1,treatment_0001,P01-09,0.000630957344480193,10398.536764075918,False
main,sentinel1,treatment_0001,P01-09,0.0007943282347242813,10398.536764075918,False
main,sentinel1,treatment_0001,P01-09,0.001,10398.536764075914,False
main,sentinel1,treatment_0001,P01-09,0.0012589254117941675,10398.536764075912,False
main,sentinel1,treatment_0001,P01-09,0.001584893192461114,10398.536764075909,False
main,sentinel1,treatment_0001,P01-09,0.001995262314968879,10398.536764075903,False
main,sentinel1,treatment_0001,P01-09,0.002511886431509582,10398.536764075898,False
main,sentinel1,treatment_0001,P01-09,0.0031622776601683794,10398.536764075892,False
main,sentinel1,treatment_0001,P01-09,0.003981071705534973,10398.536764075883,False
main,sentinel1,treatment_0001,P01-09,0.005011872336272725,10398.536764075874,False
main,sentinel1,treatment_0001,P01-09,0.00630957344480193,10398.53676407586,False
main,sentinel1,treatment_0001,P01-09,0.00794328234724282,10398.536764075841,False
main,sentinel1,treatment_0001,P01-09,0.01,10398.536764075821,False
main,sentinel1,treatment_0001,P01-09,0.012589254117941675,10398.536764075794,False
main,sentinel1,treatment_0001,P01-09,0.01584893192461114,10398.53676407576,False
main,sentinel1,treatment_0001,P01-09,0.01995262314968881,10398.536764075716,False
main,sentinel1,treatment_0001,P01-09,0.025118864315095822,10398.536764075661,False
main,sentinel1,treatment_0001,P01-09,0.03162277660168379,10398.536764075592,False
main,sentinel1,treatment_0001,P01-09,0.039810717055349734,10398.536764075507,False
main,sentinel1,treatment_0001,P01-09,0.05011872336272725,10398.5367640754,False
main,sentinel1,treatment_0001,P01-09,0.06309573444801936,10398.536764075261,False
main,sentinel1,treatment_0001,P01-09,0.07943282347242822,10398.536764075088,False
main,sentinel1,treatment_0001,P01-09,0.1,10398.536764074874,False
main,sentinel1,treatment_0001,P01-09,0.12589254117941676,10398.536764074599,False
main,sentinel1,treatment_0001,P01-09,0.15848931924611143,10398.536764074259,False
main,sentinel1,treatment_0001,P01-09,0.19952623149688808,10398.536764073826,False
main,sentinel1,treatment_0001,P01-09,0.25118864315095824,10398.53676407328,False
main,sentinel1,treatment_0001,P01-09,0.31622776601683794,10398.536764072598,False
main,sentinel1,treatment_0001,P01-09,0.3981071705534973,10398.536764071734,False
main,sentinel1,treatment_0001,P01-09,0.5011872336272725,10398.536764070652,False
main,sentinel1,treatment_0001,P01-09,0.6309573444801936,10398.53676406929,False
main,sentinel1,treatment_0001,P01-09,0.7943282347242822,10398.536764067569,False
main,sentinel1,treatment_0001,P01-09,1.0,10398.536764065406,False
main,sentinel1,treatment_0001,P01-09,1.2589254117941688,10398.536764062677,False
main,sentinel1,treatment_0001,P01-09,1.584893192461114,10398.53676405925,False
main,sentinel1,treatment_0001,P01-09,1.9952623149688788,10398.536764054934,False
main,sentinel1,treatment_0001,P01-09,2.5118864315095824,10398.536764049502,False
main,sentinel1,treatment_0001,P01-09,3.1622776601683795,10398.536764042665,False
main,sentinel1,treatment_0001,P01-09,3.9810717055349776,10398.536764034057,False
main,sentinel1,treatment_0001,P01-09,5.011872336272725,10398.536764023225,False
main,sentinel1,treatment_0001,P01-09,6.309573444801943,10398.536764009592,False
main,sentinel1,treatment_0001,P01-09,7.943282347242821,10398.536763992435,False
main,sentinel1,treatment_0001,P01-09,10.0,10398.53676397085,False
main,sentinel1,treatment_0001,P01-09,12.589254117941687,10398.53676394369,False
main,sentinel1,treatment_0001,P01-09,15.848931924611142,10398.536763909528,False
main,sentinel1,treatment_0001,P01-09,19.95262314968883,10398.536763866567,False
main,sentinel1,treatment_0001,P01-09,25.11886431509582,10398.53676381255,False
main,sentinel1,treatment_0001,P01-09,31.622776601683793,10398.536763744658,False
main,sentinel1,treatment_0001,P01-09,39.81071705534978,10398.536763659366,False
main,sentinel1,treatment_0001,P01-09,50.11872336272725,10398.536763552267,False
main,sentinel1,treatment_0001,P01-09,63.09573444801943,10398.53676341788,False
main,sentinel1,treatment_0001,P01-09,79.43282347242821,10398.536763249387,False
main,sentinel1,treatment_0001,P01-09,100.0,10398.536763038363,False
main,sentinel1,treatment_0001,P01-09,125.89254117941688,10398.536762774413,False
main,sentinel1,treatment_0001,P01-09,158.48931924611142,10398.53676244481,False
main,sentinel1,treatment_0001,P01-09,199.5262314968883,10398.536762034068,False
main,sentinel1,treatment_0001,P01-09,251.18864315095823,10398.536761523525,False
main,sentinel1,treatment_0001,P01-09,316.22776601683796,10398.536760890951,False
main,sentinel1,treatment_0001,P01-09,398.1071705534977,10398.536760110259,False
main,sentinel1,treatment_0001,P01-09,501.18723362727246,10398.53675915144,False
main,sentinel1,treatment_0001,P01-09,630.9573444801943,10398.536757980879,False
main,sentinel1,treatment_0001,P01-09,794.3282347242822,10398.536756562175,False
main,sentinel1,treatment_0001,P01-09,1000.0,10398.536754857836,False
main,sentinel1,treatment_0001,P01-09,1258.9254117941687,10398.536752831933,False
main,sentinel1,treatment_0001,P01-09,1584.893192461114,10398.536750453894,False
main,sentinel1,treatment_0001,P01-09,1995.262314968883,10398.53674770337,False
main,sentinel1,treatment_0001,P01-09,2511.886431509582,10398.53674457578,False
main,sentinel1,treatment_0001,P01-09,3162.2776601683795,10398.536741087593,False
main,sentinel1,treatment_0001,P01-09,3981.0717055349774,10398.536737280214,False
main,sentinel1,treatment_0001,P01-09,5011.872336272725,10398.53673322101,False
main,sentinel1,treatment_0001,P01-09,6309.573444801943,10398.536729000374,False
main,sentinel1,treatment_0001,P01-09,7943.282347242822,10398.536724724654,False
main,sentinel1,treatment_0001,P01-09,10000.0,10398.536720505845,True
main,sentinel1,treatment_0002,P01-08,0.0001,8679.736393377045,True
main,sentinel1,treatment_0002,P01-08,0.00012589254117941674,8679.736393377047,False
main,sentinel1,treatment_0002,P01-08,0.00015848931924611142,8679.736393377045,False
main,sentinel1,treatment_0002,P01-08,0.00019952623149688788,8679.736393377045,False
main,sentinel1,treatment_0002,P01-08,0.00025118864315095795,8679.736393377047,False
main,sentinel1,treatment_0002,P01-08,0.00031622776601683794,8679.736393377047,False
main,sentinel1,treatment_0002,P01-08,0.00039810717055349735,8679.736393377045,False
main,sentinel1,treatment_0002,P01-08,0.0005011872336272725,8679.736393377047,False
main,sentinel1,treatment_0002,P01-08,0.000630957344480193,8679.736393377047,False
main,sentinel1,treatment_0002,P01-08,0.0007943282347242813,8679.736393377047,False
main,sentinel1,treatment_0002,P01-08,0.001,8679.73639337705,False
main,sentinel1,treatment_0002,P01-08,0.0012589254117941675,8679.736393377047,False
main,sentinel1,treatment_0002,P01-08,0.001584893192461114,8679.736393377047,False
main,sentinel1,treatment_0002,P01-08,0.001995262314968879,8679.736393377047,False
main,sentinel1,treatment_0002,P01-08,0.002511886431509582,8679.73639337705,False
main,sentinel1,treatment_0002,P01-08,0.0031622776601683794,8679.73639337705,False
main,sentinel1,treatment_0002,P01-08,0.003981071705534973,8679.73639337705,False
main,sentinel1,treatment_0002,P01-08,0.005011872336272725,8679.736393377052,False
main,sentinel1,treatment_0002,P01-08,0.00630957344480193,8679.736393377054,False
main,sentinel1,treatment_0002,P01-08,0.00794328234724282,8679.736393377056,False
main,sentinel1,treatment_0002,P01-08,0.01,8679.736393377058,False
main,sentinel1,treatment_0002,P01-08,0.012589254117941675,8679.736393377061,False
main,sentinel1,treatment_0002,P01-08,0.01584893192461114,8679.736393377065,False
main,sentinel1,treatment_0002,P01-08,0.01995262314968881,8679.736393377068,False
main,sentinel1,treatment_0002,P01-08,0.025118864315095822,8679.736393377076,False
main,sentinel1,treatment_0002,P01-08,0.03162277660168379,8679.736393377083,False
main,sentinel1,treatment_0002,P01-08,0.039810717055349734,8679.736393377094,False
main,sentinel1,treatment_0002,P01-08,0.05011872336272725,8679.736393377105,False
main,sentinel1,treatment_0002,P01-08,0.06309573444801936,8679.736393377121,False
main,sentinel1,treatment_0002,P01-08,0.07943282347242822,8679.73639337714,False
main,sentinel1,treatment_0002,P01-08,0.1,8679.736393377165,False
main,sentinel1,treatment_0002,P01-08,0.12589254117941676,8679.736393377194,False
main,sentinel1,treatment_0002,P01-08,0.15848931924611143,8679.736393377234,False
main,sentinel1,treatment_0002,P01-08,0.19952623149688808,8679.736393377281,False
main,sentinel1,treatment_0002,P01-08,0.25118864315095824,8679.736393377341,False
main,sentinel1,treatment_0002,P01-08,0.31622776601683794,8679.73639337742,False
main,sentinel1,treatment_0002,P01-08,0.3981071705534973,8679.736393377514,False
main,sentinel1,treatment_0002,P01-08,0.5011872336272725,8679.736393377636,False
main,sentinel1,treatment_0002,P01-08,0.6309573444801936,8679.736393377789,False
main,sentinel1,treatment_0002,P01-08,0.7943282347242822,8679.73639337798,False
main,sentinel1,treatment_0002,P01-08,1.0,8679.736393378222,False
main,sentinel1,treatment_0002,P01-08,1.2589254117941688,8679.736393378527,False
main,sentinel1,treatment_0002,P01-08,1.584893192461114,8679.73639337891,False
main,sentinel1,treatment_0002,P01-08,1.9952623149688788,8679.73639337939,False
main,sentinel1,treatment_0002,P01-08,2.5118864315095824,8679.736393379997,False
main,sentinel1,treatment_0002,P01-08,3.1622776601683795,8679.736393380761,False
main,sentinel1,treatment_0002,P01-08,3.9810717055349776,8679.736393381723,False
main,sentinel1,treatment_0002,P01-08,5.011872336272725,8679.73639338293,False
main,sentinel1,treatment_0002,P01-08,6.309573444801943,8679.736393384454,False
main,sentinel1,treatment_0002,P01-08,7.943282347242821,8679.736393386369,False
main,sentinel1,treatment_0002,P01-08,10.0,8679.73639338878,False
main,sentinel1,treatment_0002,P01-08,12.589254117941687,8679.73639339181,False
main,sentinel1,treatment_0002,P01-08,15.848931924611142,8679.736393395624,False
main,sentinel1,treatment_0002,P01-08,19.95262314968883,8679.736393400417,False
main,sentinel1,treatment_0002,P01-08,25.11886431509582,8679.736393406447,False
main,sentinel1,treatment_0002,P01-08,31.622776601683793,8679.736393414018,False
main,sentinel1,treatment_0002,P01-08,39.81071705534978,8679.736393423533,False
main,sentinel1,treatment_0002,P01-08,50.11872336272725,8679.736393435473,False
main,sentinel1,treatment_0002,P01-08,63.09573444801943,8679.736393450448,False
main,sentinel1,treatment_0002,P01-08,79.43282347242821,8679.736393469215,False
main,sentinel1,treatment_0002,P01-08,100.0,8679.736393492703,False
main,sentinel1,treatment_0002,P01-08,125.89254117941688,8679.736393522056,False
main,sentinel1,treatment_0002,P01-08,158.48931924611142,8679.736393558673,False
main,sentinel1,treatment_0002,P01-08,199.5262314968883,8679.736393604242,False
main,sentinel1,treatment_0002,P01-08,251.18864315095823,8679.73639366079,False
main,sentinel1,treatment_0002,P01-08,316.22776601683796,8679.736393730715,False
main,sentinel1,treatment_0002,P01-08,398.1071705534977,8679.736393816795,False
main,sentinel1,treatment_0002,P01-08,501.18723362727246,8679.736393922183,False
main,sentinel1,treatment_0002,P01-08,630.9573444801943,8679.736394050366,False
main,sentinel1,treatment_0002,P01-08,794.3282347242822,8679.736394205009,False
main,sentinel1,treatment_0002,P01-08,1000.0,8679.736394389765,False
main,sentinel1,treatment_0002,P01-08,1258.9254117941687,8679.736394607942,False
main,sentinel1,treatment_0002,P01-08,1584.893192461114,8679.736394862073,False
main,sentinel1,treatment_0002,P01-08,1995.262314968883,8679.736395153384,False
main,sentinel1,treatment_0002,P01-08,2511.886431509582,8679.73639548127,False
main,sentinel1,treatment_0002,P01-08,3162.2776601683795,8679.736395842803,False
main,sentinel1,treatment_0002,P01-08,3981.0717055349774,8679.73639623251,False
main,sentinel1,treatment_0002,P01-08,5011.872336272725,8679.736396642462,False
main,sentinel1,treatment_0002,P01-08,6309.573444801943,8679.73639706279,False
main,sentinel1,treatment_0002,P01-08,7943.282347242822,8679.736397482584,False
main,sentinel1,treatment_0002,P01-08,10000.0,8679.736397890978,False
main,sentinel1,treatment_0002,P01-09,0.0001,9790.156858743916,False
main,sentinel1,treatment_0002,P01-09,0.00012589254117941674,9790.156858743916,False
main,sentinel1,treatment_0002,P01-09,0.00015848931924611142,9790.156858743916,False
main,sentinel1,treatment_0002,P01-09,0.00019952623149688788,9790.156858743916,False
main,sentinel1,treatment_0002,P01-09,0.00025118864315095795,9790.156858743916,False
main,sentinel1,treatment_0002,P01-09,0.00031622776601683794,9790.156858743916,False
main,sentinel1,treatment_0002,P01-09,0.00039810717055349735,9790.156858743918,False
main,sentinel1,treatment_0002,P01-09,0.0005011872336272725,9790.156858743916,False
main,sentinel1,treatment_0002,P01-09,0.000630957344480193,9790.156858743914,False
main,sentinel1,treatment_0002,P01-09,0.0007943282347242813,9790.156858743914,False
main,sentinel1,treatment_0002,P01-09,0.001,9790.156858743914,False
main,sentinel1,treatment_0002,P01-09,0.0012589254117941675,9790.156858743914,False
main,sentinel1,treatment_0002,P01-09,0.001584893192461114,9790.156858743912,False
main,sentinel1,treatment_0002,P01-09,0.001995262314968879,9790.15685874391,False
main,sentinel1,treatment_0002,P01-09,0.002511886431509582,9790.156858743909,False
main,sentinel1,treatment_0002,P01-09,0.0031622776601683794,9790.156858743907,False
main,sentinel1,treatment_0002,P01-09,0.003981071705534973,9790.156858743903,False
main,sentinel1,treatment_0002,P01-09,0.005011872336272725,9790.156858743898,False
main,sentinel1,treatment_0002,P01-09,0.00630957344480193,9790.156858743892,False
main,sentinel1,treatment_0002,P01-09,0.00794328234724282,9790.156858743887,False
main,sentinel1,treatment_0002,P01-09,0.01,9790.156858743878,False
main,sentinel1,treatment_0002,P01-09,0.012589254117941675,9790.156858743869,False
main,sentinel1,treatment_0002,P01-09,0.01584893192461114,9790.156858743852,False
main,sentinel1,treatment_0002,P01-09,0.01995262314968881,9790.156858743834,False
main,sentinel1,treatment_0002,P01-09,0.025118864315095822,9790.156858743816,False
main,sentinel1,treatment_0002,P01-09,0.03162277660168379,9790.156858743787,False
main,sentinel1,treatment_0002,P01-09,0.039810717055349734,9790.156858743752,False
main,sentinel1,treatment_0002,P01-09,0.05011872336272725,9790.15685874371,False
main,sentinel1,treatment_0002,P01-09,0.06309573444801936,9790.156858743658,False
main,sentinel1,treatment_0002,P01-09,0.07943282347242822,9790.156858743589,False
main,sentinel1,treatment_0002,P01-09,0.1,9790.156858743503,False
main,sentinel1,treatment_0002,P01-09,0.12589254117941676,9790.156858743396,False
main,sentinel1,treatment_0002,P01-09,0.15848931924611143,9790.15685874326,False
main,sentinel1,treatment_0002,P01-09,0.19952623149688808,9790.15685874309,False
main,sentinel1,treatment_0002,P01-09,0.25118864315095824,9790.156858742877,False
main,sentinel1,treatment_0002,P01-09,0.31622776601683794,9790.156858742608,False
main,sentinel1,treatment_0002,P01-09,0.3981071705534973,9790.156858742268,False
main,sentinel1,treatment_0002,P01-09,0.5011872336272725,9790.15685874184,False
main,sentinel1,treatment_0002,P01-09,0.6309573444801936,9790.1568587413,False
main,sentinel1,treatment_0002,P01-09,0.7943282347242822,9790.156858740622,False
main,sentinel1,treatment_0002,P01-09,1.0,9790.156858739769,False
main,sentinel1,treatment_0002,P01-09,1.2589254117941688,9790.156858738696,False
main,sentinel1,treatment_0002,P01-09,1.584893192461114,9790.156858737342,False
main,sentinel1,treatment_0002,P01-09,1.9952623149688788,9790.156858735641,False
main,sentinel1,treatment_0002,P01-09,2.5118864315095824,9790.156858733499,False
main,sentinel1,treatment_0002,P01-09,3.1622776601683795,9790.156858730801,False
main,sentinel1,treatment_0002,P01-09,3.9810717055349776,9790.156858727405,False
main,sentinel1,treatment_0002,P01-09,5.011872336272725,9790.156858723132,False
main,sentinel1,treatment_0002,P01-09,6.309573444801943,9790.156858717755,False
main,sentinel1,treatment_0002,P01-09,7.943282347242821,9790.156858710989,False
main,sentinel1,treatment_0002,P01-09,10.0,9790.156858702472,False
main,sentinel1,treatment_0002,P01-09,12.589254117941687,9790.15685869176,False
main,sentinel1,treatment_0002,P01-09,15.848931924611142,9790.15685867828,False
main,sentinel1,treatment_0002,P01-09,19.95262314968883,9790.156858661328,False
main,sentinel1,treatment_0002,P01-09,25.11886431509582,9790.156858640012,False
main,sentinel1,treatment_0002,P01-09,31.622776601683793,9790.156858613216,False
main,sentinel1,treatment_0002,P01-09,39.81071705534978,9790.156858579543,False
main,sentinel1,treatment_0002,P01-09,50.11872336272725,9790.15685853725,False
main,sentinel1,treatment_0002,P01-09,63.09573444801943,9790.156858484163,False
main,sentinel1,treatment_0002,P01-09,79.43282347242821,9790.156858417577,False
main,sentinel1,treatment_0002,P01-09,100.0,9790.156858334134,False
main,sentinel1,treatment_0002,P01-09,125.89254117941688,9790.156858229699,False
main,sentinel1,treatment_0002,P01-09,158.48931924611142,9790.156858099175,False
main,sentinel1,treatment_0002,P01-09,199.5262314968883,9790.156857936354,False
main,sentinel1,treatment_0002,P01-09,251.18864315095823,9790.156857733706,False
main,sentinel1,treatment_0002,P01-09,316.22776601683796,9790.156857482218,False
main,sentinel1,treatment_0002,P01-09,398.1071705534977,9790.156857171223,False
main,sentinel1,treatment_0002,P01-09,501.18723362727246,9790.156856788335,False
main,sentinel1,treatment_0002,P01-09,630.9573444801943,9790.15685631948,False
main,sentinel1,treatment_0002,P01-09,794.3282347242822,9790.156855749148,False
main,sentinel1,treatment_0002,P01-09,1000.0,9790.156855060952,False
main,sentinel1,treatment_0002,P01-09,1258.9254117941687,9790.156854238554,False
main,sentinel1,treatment_0002,P01-09,1584.893192461114,9790.156853267119,False
main,sentinel1,treatment_0002,P01-09,1995.262314968883,9790.156852135247,False
main,sentinel1,treatment_0002,P01-09,2511.886431509582,9790.156850837267,False
main,sentinel1,treatment_0002,P01-09,3162.2776601683795,9790.156849375719,False
main,sentinel1,treatment_0002,P01-09,3981.0717055349774,9790.156847763408,False
main,sentinel1,treatment_0002,P01-09,5011.872336272725,9790.156846024543,False
main,sentinel1,treatment_0002,P01-09,6309.573444801943,9790.156844194327,False
main,sentinel1,treatment_0002,P01-09,7943.282347242822,9790.156842316694,False
main,sentinel1,treatment_0002,P01-09,10000.0,9790.156840440375,True
main,sentinel1,treatment_0003,P01-08,0.0001,8349.99803815634,True
main,sentinel1,treatment_0003,P01-08,0.00012589254117941674,8349.998038156342,False
main,sentinel1,treatment_0003,P01-08,0.00015848931924611142,8349.99803815634,False
main,sentinel1,treatment_0003,P01-08,0.00019952623149688788,8349.998038156344,False
main,sentinel1,treatment_0003,P01-08,0.00025118864315095795,8349.998038156344,False
main,sentinel1,treatment_0003,P01-08,0.00031622776601683794,8349.998038156342,False
main,sentinel1,treatment_0003,P01-08,0.00039810717055349735,8349.998038156346,False
main,sentinel1,treatment_0003,P01-08,0.0005011872336272725,8349.998038156346,False
main,sentinel1,treatment_0003,P01-08,0.000630957344480193,8349.998038156347,False
main,sentinel1,treatment_0003,P01-08,0.0007943282347242813,8349.99803815635,False
main,sentinel1,treatment_0003,P01-08,0.001,8349.998038156351,False
main,sentinel1,treatment_0003,P01-08,0.0012589254117941675,8349.998038156353,False
main,sentinel1,treatment_0003,P01-08,0.001584893192461114,8349.998038156355,False
main,sentinel1,treatment_0003,P01-08,0.001995262314968879,8349.998038156358,False
main,sentinel1,treatment_0003,P01-08,0.002511886431509582,8349.998038156364,False
main,sentinel1,treatment_0003,P01-08,0.0031622776601683794,8349.99803815637,False
main,sentinel1,treatment_0003,P01-08,0.003981071705534973,8349.998038156378,False
main,sentinel1,treatment_0003,P01-08,0.005011872336272725,8349.998038156387,False
main,sentinel1,treatment_0003,P01-08,0.00630957344480193,8349.9980381564,False
main,sentinel1,treatment_0003,P01-08,0.00794328234724282,8349.998038156415,False
main,sentinel1,treatment_0003,P01-08,0.01,8349.998038156435,False
main,sentinel1,treatment_0003,P01-08,0.012589254117941675,8349.998038156458,False
main,sentinel1,treatment_0003,P01-08,0.01584893192461114,8349.99803815649,False
main,sentinel1,treatment_0003,P01-08,0.01995262314968881,8349.998038156526,False
main,sentinel1,treatment_0003,P01-08,0.025118864315095822,8349.998038156575,False
main,sentinel1,treatment_0003,P01-08,0.03162277660168379,8349.998038156637,False
main,sentinel1,treatment_0003,P01-08,0.039810717055349734,8349.998038156711,False
main,sentinel1,treatment_0003,P01-08,0.05011872336272725,8349.998038156806,False
main,sentinel1,treatment_0003,P01-08,0.06309573444801936,8349.998038156928,False
main,sentinel1,treatment_0003,P01-08,0.07943282347242822,8349.998038157082,False
main,sentinel1,treatment_0003,P01-08,0.1,8349.998038157273,False
main,sentinel1,treatment_0003,P01-08,0.12589254117941676,8349.998038157513,False
main,sentinel1,treatment_0003,P01-08,0.15848931924611143,8349.998038157819,False
main,sentinel1,treatment_0003,P01-08,0.19952623149688808,8349.998038158203,False
main,sentinel1,treatment_0003,P01-08,0.25118864315095824,8349.998038158683,False
main,sentinel1,treatment_0003,P01-08,0.31622776601683794,8349.99803815929,False
main,sentinel1,treatment_0003,P01-08,0.3981071705534973,8349.998038160054,False
main,sentinel1,treatment_0003,P01-08,0.5011872336272725,8349.998038161015,False
main,sentinel1,treatment_0003,P01-08,0.6309573444801936,8349.998038162224,False
