fill,sensor,site,group,matched_treatment,n,m,T0,h,cv,chosen,flag
chipmean,sentinel1,treatment_0017,treatment,treatment_0017,2,2,10,0.12589254117941676,0.058639884846818036,False,interior
chipmean,sentinel1,treatment_0017,treatment,treatment_0017,2,2,10,0.15848931924611137,0.05359324055153646,False,interior
chipmean,sentinel1,treatment_0017,treatment,treatment_0017,2,2,10,0.19952623149688797,0.05035879876839821,False,interior
chipmean,sentinel1,treatment_0017,treatment,treatment_0017,2,2,10,0.251188643150958,0.04802582407854837,False,interior
chipmean,sentinel1,treatment_0017,treatment,treatment_0017,2,2,10,0.31622776601683794,0.04645759824433911,False,interior
chipmean,sentinel1,treatment_0017,treatment,treatment_0017,2,2,10,0.3981071705534973,0.045702008869062255,False,interior
chipmean,sentinel1,treatment_0017,treatment,treatment_0017,2,2,10,0.5011872336272725,0.0454718375419675,False,interior
chipmean,sentinel1,treatment_0017,treatment,treatment_0017,2,2,10,0.6309573444801934,0.0454708519435566,True,interior
chipmean,sentinel1,treatment_0017,treatment,treatment_0017,2,2,10,0.7943282347242817,0.04554103758918056,False,interior
chipmean,sentinel1,treatment_0017,treatment,treatment_0017,2,2,10,1.0,0.04561772280000432,False,interior
chipmean,sentinel1,treatment_0017,treatment,treatment_0017,2,2,10,1.2589254117941675,0.04568030903648051,False,interior
chipmean,sentinel1,treatment_0017,treatment,treatment_0017,2,2,10,1.584893192461114,0.0457258325899239,False,interior
chipmean,sentinel1,treatment_0017,treatment,treatment_0017,2,2,10,1.9952623149688797,0.04575706424756673,False,interior
chipmean,sentinel1,treatment_0017,treatment,treatment_0017,2,2,10,2.511886431509581,0.04577779708085558,False,interior
chipmean,sentinel1,treatment_0017,treatment,treatment_0017,2,2,10,3.1622776601683795,0.045791294922345835,False,interior
chipmean,sentinel1,treatment_0017,treatment,treatment_0017,2,2,10,3.981071705534973,0.045799979144338,False,interior
chipmean,sentinel1,treatment_0017,treatment,treatment_0017,2,2,10,5.011872336272725,0.045805525756379854,False,interior
chipmean,sentinel1,treatment_0017,treatment,treatment_0017,2,2,10,6.309573444801936,0.04580905232497276,False,interior
chipmean,sentinel1,treatment_0017,treatment,treatment_0017,2,2,10,7.943282347242821,0.045811288177209794,False,interior
chipmean,sentinel1,treatment_0017,treatment,treatment_0017,2,2,10,10.0,0.045812703187397955,False,interior
chipmean,sentinel1,treatment_0018,treatment,treatment_0018,2,2,10,0.03162277660168379,0.07622085817988923,False,interior
chipmean,sentinel1,treatment_0018,treatment,treatment_0018,2,2,10,0.039810717055349734,0.07621909420760843,False,interior
chipmean,sentinel1,treatment_0018,treatment,treatment_0018,2,2,10,0.05011872336272722,0.07615867061787047,False,interior
chipmean,sentinel1,treatment_0018,treatment,treatment_0018,2,2,10,0.06309573444801933,0.07553486663856848,False,interior
chipmean,sentinel1,treatment_0018,treatment,treatment_0018,2,2,10,0.07943282347242814,0.07260860868132302,False,interior
chipmean,sentinel1,treatment_0018,treatment,treatment_0018,2,2,10,0.1,0.06596447670153606,False,interior
chipmean,sentinel1,treatment_0018,treatment,treatment_0018,2,2,10,0.12589254117941676,0.05853673918624751,False,interior
chipmean,sentinel1,treatment_0018,treatment,treatment_0018,2,2,10,0.15848931924611137,0.05331553744600741,False,interior
chipmean,sentinel1,treatment_0018,treatment,treatment_0018,2,2,10,0.19952623149688797,0.05001011756680578,False,interior
chipmean,sentinel1,treatment_0018,treatment,treatment_0018,2,2,10,0.251188643150958,0.04769813505268338,False,interior
chipmean,sentinel1,treatment_0018,treatment,treatment_0018,2,2,10,0.31622776601683794,0.04615786314371759,False,interior
chipmean,sentinel1,treatment_0018,treatment,treatment_0018,2,2,10,0.3981071705534973,0.045355946302162595,False,interior
chipmean,sentinel1,treatment_0018,treatment,treatment_0018,2,2,10,0.5011872336272725,0.04503289061620653,False,interior
chipmean,sentinel1,treatment_0018,treatment,treatment_0018,2,2,10,0.6309573444801934,0.04493816895814432,False,interior
chipmean,sentinel1,treatment_0018,treatment,treatment_0018,2,2,10,0.7943282347242817,0.04493314798698349,True,interior
chipmean,sentinel1,treatment_0018,treatment,treatment_0018,2,2,10,1.0,0.04495549837912927,False,interior
chipmean,sentinel1,treatment_0018,treatment,treatment_0018,2,2,10,1.2589254117941675,0.044980935646521586,False,interior
chipmean,sentinel1,treatment_0018,treatment,treatment_0018,2,2,10,1.584893192461114,0.045001845416572324,False,interior
chipmean,sentinel1,treatment_0018,treatment,treatment_0018,2,2,10,1.9952623149688797,0.045017070507663515,False,interior
chipmean,sentinel1,treatment_0018,treatment,treatment_0018,2,2,10,2.511886431509581,0.045027511966589905,False,interior
chipmean,sentinel1,treatment_0018,treatment,treatment_0018,2,2,10,3.1622776601683795,0.045034439399198364,False,interior
chipmean,sentinel1,treatment_0018,treatment,treatment_0018,2,2,10,3.981071705534973,0.04503894717277752,False,interior
chipmean,sentinel1,treatment_0018,treatment,treatment_0018,2,2,10,5.011872336272725,0.045041846323951557,False,interior
chipmean,sentinel1,treatment_0018,treatment,treatment_0018,2,2,10,6.309573444801936,0.045043697551288155,False,interior
chipmean,sentinel1,treatment_0018,treatment,treatment_0018,2,2,10,7.943282347242821,0.04504487437896137,False,interior
chipmean,sentinel1,treatment_0018,treatment,treatment_0018,2,2,10,10.0,0.04504562041063547,False,interior
chipmean,sentinel1,treatment_0019,treatment,treatment_0019,2,2,10,0.03162277660168379,0.08586291643571187,False,interior
chipmean,sentinel1,treatment_0019,treatment,treatment_0019,2,2,10,0.039810717055349734,0.08586090627163612,False,interior
chipmean,sentinel1,treatment_0019,treatment,treatment_0019,2,2,10,0.05011872336272722,0.08579205076693129,False,interior
chipmean,sentinel1,treatment_0019,treatment,treatment_0019,2,2,10,0.06309573444801933,0.08508091175029941,False,interior
chipmean,sentinel1,treatment_0019,treatment,treatment_0019,2,2,10,0.07943282347242814,0.08173771347355813,False,interior
chipmean,sentinel1,treatment_0019,treatment,treatment_0019,2,2,10,0.1,0.07408235042684551,False,interior
chipmean,sentinel1,treatment_0019,treatment,treatment_0019,2,2,10,0.12589254117941676,0.06531094240312488,False,interior
chipmean,sentinel1,treatment_0019,treatment,treatment_0019,2,2,10,0.15848931924611137,0.05895978501676279,False,interior
chipmean,sentinel1,treatment_0019,treatment,treatment_0019,2,2,10,0.19952623149688797,0.055059775454288216,False,interior
chipmean,sentinel1,treatment_0019,treatment,treatment_0019,2,2,10,0.251188643150958,0.052527294810197855,False,interior
chipmean,sentinel1,treatment_0019,treatment,treatment_0019,2,2,10,0.31622776601683794,0.05088766842939107,False,interior
chipmean,sentinel1,treatment_0019,treatment,treatment_0019,2,2,10,0.3981071705534973,0.05002880337477585,False,interior
chipmean,sentinel1,treatment_0019,treatment,treatment_0019,2,2,10,0.5011872336272725,0.049677078707419574,False,interior
chipmean,sentinel1,treatment_0019,treatment,treatment_0019,2,2,10,0.6309573444801934,0.04957187860214653,False,interior
chipmean,sentinel1,treatment_0019,treatment,treatment_0019,2,2,10,0.7943282347242817,0.04956545561549599,True,interior
chipmean,sentinel1,treatment_0019,treatment,treatment_0019,2,2,10,1.0,0.04958977253866655,False,interior
chipmean,sentinel1,treatment_0019,treatment,treatment_0019,2,2,10,1.2589254117941675,0.04961782771189768,False,interior
chipmean,sentinel1,treatment_0019,treatment,treatment_0019,2,2,10,1.584893192461114,0.049641007072370034,False,interior
chipmean,sentinel1,treatment_0019,treatment,treatment_0019,2,2,10,1.9952623149688797,0.04965792915323417,False,interior
chipmean,sentinel1,treatment_0019,treatment,treatment_0019,2,2,10,2.511886431509581,0.049669551870274414,False,interior
chipmean,sentinel1,treatment_0019,treatment,treatment_0019,2,2,10,3.1622776601683795,0.04967726993908911,False,interior
chipmean,sentinel1,treatment_0019,treatment,treatment_0019,2,2,10,3.981071705534973,0.049682294945861044,False,interior
chipmean,sentinel1,treatment_0019,treatment,treatment_0019,2,2,10,5.011872336272725,0.0496855278501076,False,interior
chipmean,sentinel1,treatment_0019,treatment,treatment_0019,2,2,10,6.309573444801936,0.04968759262946539,False,interior
chipmean,sentinel1,treatment_0019,treatment,treatment_0019,2,2,10,7.943282347242821,0.04968890538643974,False,interior
chipmean,sentinel1,treatment_0019,treatment,treatment_0019,2,2,10,10.0,0.04968973765767179,False,interior
chipmean,sentinel1,treatment_0020,treatment,treatment_0020,2,2,10,0.03162277660168379,0.08089155893604368,False,interior
chipmean,sentinel1,treatment_0020,treatment,treatment_0020,2,2,10,0.039810717055349734,0.08088970988793004,False,interior
chipmean,sentinel1,treatment_0020,treatment,treatment_0020,2,2,10,0.05011872336272722,0.08082628575734044,False,interior
chipmean,sentinel1,treatment_0020,treatment,treatment_0020,2,2,10,0.06309573444801933,0.08016887439791287,False,interior
chipmean,sentinel1,treatment_0020,treatment,treatment_0020,2,2,10,0.07943282347242814,0.07706886118090979,False,interior
chipmean,sentinel1,treatment_0020,treatment,treatment_0020,2,2,10,0.1,0.06999685494698682,False,interior
chipmean,sentinel1,treatment_0020,treatment,treatment_0020,2,2,10,0.12589254117941676,0.062064934507578405,False,interior
chipmean,sentinel1,treatment_0020,treatment,treatment_0020,2,2,10,0.15848931924611137,0.05663018569079756,False,interior
chipmean,sentinel1,treatment_0020,treatment,treatment_0020,2,2,10,0.19952623149688797,0.053607665016793545,False,interior
chipmean,sentinel1,treatment_0020,treatment,treatment_0020,2,2,10,0.251188643150958,0.05181610037984617,False,interior
chipmean,sentinel1,treatment_0020,treatment,treatment_0020,2,2,10,0.31622776601683794,0.050661214908713545,False,interior
chipmean,sentinel1,treatment_0020,treatment,treatment_0020,2,2,10,0.3981071705534973,0.05003899929301826,False,interior
chipmean,sentinel1,treatment_0020,treatment,treatment_0020,2,2,10,0.5011872336272725,0.04979073347926464,False,interior
chipmean,sentinel1,treatment_0020,treatment,treatment_0020,2,2,10,0.6309573444801934,0.04973597491143799,True,interior
chipmean,sentinel1,treatment_0020,treatment,treatment_0020,2,2,10,0.7943282347242817,0.04975866197688371,False,interior
chipmean,sentinel1,treatment_0020,treatment,treatment_0020,2,2,10,1.0,0.049801518174852955,False,interior
chipmean,sentinel1,treatment_0020,treatment,treatment_0020,2,2,10,1.2589254117941675,0.04984173488711806,False,interior
chipmean,sentinel1,treatment_0020,treatment,treatment_0020,2,2,10,1.584893192461114,0.04987288577574812,False,interior
chipmean,sentinel1,treatment_0020,treatment,treatment_0020,2,2,10,1.9952623149688797,0.0498949870900478,False,interior
chipmean,sentinel1,treatment_0020,treatment,treatment_0020,2,2,10,2.511886431509581,0.04990994536125251,False,interior
chipmean,sentinel1,treatment_0020,treatment,treatment_0020,2,2,10,3.1622776601683795,0.049919797076727404,False,interior
chipmean,sentinel1,treatment_0020,treatment,treatment_0020,2,2,10,3.981071705534973,0.04992618043091533,False,interior
chipmean,sentinel1,treatment_0020,treatment,treatment_0020,2,2,10,5.011872336272725,0.049930275351967215,False,interior
chipmean,sentinel1,treatment_0020,treatment,treatment_0020,2,2,10,6.309573444801936,0.04993288603559054,False,interior
chipmean,sentinel1,treatment_0020,treatment,treatment_0020,2,2,10,7.943282347242821,0.049934544043226614,False,interior
chipmean,sentinel1,treatment_0020,treatment,treatment_0020,2,2,10,10.0,0.049935594476925194,False,interior
chipmean,sentinel1,treatment_0021,treatment,treatment_0021,2,2,10,0.03162277660168379,0.08899161913531935,False,interior
chipmean,sentinel1,treatment_0021,treatment,treatment_0021,2,2,10,0.039810717055349734,0.08898950962481578,False,interior
chipmean,sentinel1,treatment_0021,treatment,treatment_0021,2,2,10,0.05011872336272722,0.08891756546203997,False,interior
chipmean,sentinel1,treatment_0021,treatment,treatment_0021,2,2,10,0.06309573444801933,0.08818418799841271,False,interior
chipmean,sentinel1,treatment_0021,treatment,treatment_0021,2,2,10,0.07943282347242814,0.08479539957589592,False,interior
chipmean,sentinel1,treatment_0021,treatment,treatment_0021,2,2,10,0.1,0.0771338690566496,False,interior
chipmean,sentinel1,treatment_0021,treatment,treatment_0021,2,2,10,0.12589254117941676,0.0683872045477457,False,interior
chipmean,sentinel1,treatment_0021,treatment,treatment_0021,2,2,10,0.15848931924611137,0.06193654857581993,False,interior
chipmean,sentinel1,treatment_0021,treatment,treatment_0021,2,2,10,0.19952623149688797,0.057820636642192676,False,interior
chipmean,sentinel1,treatment_0021,treatment,treatment_0021,2,2,10,0.251188643150958,0.05514898356293789,False,interior
chipmean,sentinel1,treatment_0021,treatment,treatment_0021,2,2,10,0.31622776601683794,0.05348988157701024,False,interior
chipmean,sentinel1,treatment_0021,treatment,treatment_0021,2,2,10,0.3981071705534973,0.05265799151832541,False,interior
chipmean,sentinel1,treatment_0021,treatment,treatment_0021,2,2,10,0.5011872336272725,0.0523408783883607,False,interior
chipmean,sentinel1,treatment_0021,treatment,treatment_0021,2,2,10,0.6309573444801934,0.05226736864553874,True,interior
chipmean,sentinel1,treatment_0021,treatment,treatment_0021,2,2,10,0.7943282347242817,0.05228650178191289,False,interior
chipmean,sentinel1,treatment_0021,treatment,treatment_0021,2,2,10,1.0,0.05232979447234049,False,interior
chipmean,sentinel1,treatment_0021,treatment,treatment_0021,2,2,10,1.2589254117941675,0.05237116491138723,False,interior
chipmean,sentinel1,treatment_0021,treatment,treatment_0021,2,2,10,1.584893192461114,0.0524033412308515,False,interior
chipmean,sentinel1,treatment_0021,treatment,treatment_0021,2,2,10,1.9952623149688797,0.05242619412815026,False,interior
chipmean,sentinel1,treatment_0021,treatment,treatment_0021,2,2,10,2.511886431509581,0.05244166465876424,False,interior
chipmean,sentinel1,treatment_0021,treatment,treatment_0021,2,2,10,3.1622776601683795,0.05245185381357274,False,interior
chipmean,sentinel1,treatment_0021,treatment,treatment_0021,2,2,10,3.981071705534973,0.05245845550717229,False,interior
chipmean,sentinel1,treatment_0021,treatment,treatment_0021,2,2,10,5.011872336272725,0.05246269029351271,False,interior
chipmean,sentinel1,treatment_0021,treatment,treatment_0021,2,2,10,6.309573444801936,0.05246539004824283,False,interior
chipmean,sentinel1,treatment_0021,treatment,treatment_0021,2,2,10,7.943282347242821,0.05246710457946441,False,interior
chipmean,sentinel1,treatment_0021,treatment,treatment_0021,2,2,10,10.0,0.05246819080498308,False,interior
chipmean,sentinel1,treatment_0022,treatment,treatment_0022,2,2,10,0.03162277660168379,0.0856349723972312,False,interior
chipmean,sentinel1,treatment_0022,treatment,treatment_0022,2,2,10,0.039810717055349734,0.08563300550692948,False,interior
chipmean,sentinel1,treatment_0022,treatment,treatment_0022,2,2,10,0.05011872336272722,0.08556557010632267,False,interior
chipmean,sentinel1,treatment_0022,treatment,treatment_0022,2,2,10,0.06309573444801933,0.08486704925214106,False,interior
chipmean,sentinel1,treatment_0022,treatment,treatment_0022,2,2,10,0.07943282347242814,0.08156986380760757,False,interior
chipmean,sentinel1,treatment_0022,treatment,treatment_0022,2,2,10,0.1,0.07398724051562151,False,interior
chipmean,sentinel1,treatment_0022,treatment,treatment_0022,2,2,10,0.12589254117941676,0.06524837124731349,False,interior
chipmean,sentinel1,treatment_0022,treatment,treatment_0022,2,2,10,0.15848931924611137,0.05888127905870981,False,interior
chipmean,sentinel1,treatment_0022,treatment,treatment_0022,2,2,10,0.19952623149688797,0.05494422877908301,False,interior
chipmean,sentinel1,treatment_0022,treatment,treatment_0022,2,2,10,0.251188643150958,0.05240383036742183,False,interior
chipmean,sentinel1,treatment_0022,treatment,treatment_0022,2,2,10,0.31622776601683794,0.0508116037768722,False,interior
chipmean,sentinel1,treatment_0022,treatment,treatment_0022,2,2,10,0.3981071705534973,0.050033594931212476,False,interior
chipmean,sentinel1,treatment_0022,treatment,treatment_0022,2,2,10,0.5011872336272725,0.04976340564445532,False,interior
chipmean,sentinel1,treatment_0022,treatment,treatment_0022,2,2,10,0.6309573444801934,0.04972344948390397,True,interior
chipmean,sentinel1,treatment_0022,treatment,treatment_0022,2,2,10,0.7943282347242817,0.049763785370505485,False,interior
chipmean,sentinel1,treatment_0022,treatment,treatment_0022,2,2,10,1.0,0.04981981393960854,False,interior
chipmean,sentinel1,treatment_0022,treatment,treatment_0022,2,2,10,1.2589254117941675,0.04986874918883667,False,interior
chipmean,sentinel1,treatment_0022,treatment,treatment_0022,2,2,10,1.584893192461114,0.04990544782103601,False,interior
chipmean,sentinel1,treatment_0022,treatment,treatment_0022,2,2,10,1.9952623149688797,0.04993103679444946,False,interior
chipmean,sentinel1,treatment_0022,treatment,treatment_0022,2,2,10,2.511886431509581,0.04994818231085016,False,interior
chipmean,sentinel1,treatment_0022,treatment,treatment_0022,2,2,10,3.1622776601683795,0.04995940664812798,False,interior
chipmean,sentinel1,treatment_0022,treatment,treatment_0022,2,2,10,3.981071705534973,0.04996665256152968,False,interior
chipmean,sentinel1,treatment_0022,treatment,treatment_0022,2,2,10,5.011872336272725,0.049971290185910344,False,interior
chipmean,sentinel1,treatment_0022,treatment,treatment_0022,2,2,10,6.309573444801936,0.04997424264608955,False,interior
chipmean,sentinel1,treatment_0022,treatment,treatment_0022,2,2,10,7.943282347242821,0.049976116034080705,False,interior
chipmean,sentinel1,treatment_0022,treatment,treatment_0022,2,2,10,10.0,0.04997730225543924,False,interior
chipmean,sentinel1,treatment_0023,treatment,treatment_0023,2,2,10,0.03162277660168379,0.07390240153942046,False,interior
chipmean,sentinel1,treatment_0023,treatment,treatment_0023,2,2,10,0.039810717055349734,0.07390081424013643,False,interior
chipmean,sentinel1,treatment_0023,treatment,treatment_0023,2,2,10,0.05011872336272722,0.07384601370309173,False,interior
chipmean,sentinel1,treatment_0023,treatment,treatment_0023,2,2,10,0.06309573444801933,0.07326643331649614,False,interior
chipmean,sentinel1,treatment_0023,treatment,treatment_0023,2,2,10,0.07943282347242814,0.07045811884941794,False,interior
chipmean,sentinel1,treatment_0023,treatment,treatment_0023,2,2,10,0.1,0.06387776883193687,False,interior
chipmean,sentinel1,treatment_0023,treatment,treatment_0023,2,2,10,0.12589254117941676,0.05616597964452161,False,interior
chipmean,sentinel1,treatment_0023,treatment,treatment_0023,2,2,10,0.15848931924611137,0.050365539195923695,False,interior
chipmean,sentinel1,treatment_0023,treatment,treatment_0023,2,2,10,0.19952623149688797,0.046630137999858656,False,interior
chipmean,sentinel1,treatment_0023,treatment,treatment_0023,2,2,10,0.251188643150958,0.044189220797977456,False,interior
chipmean,sentinel1,treatment_0023,treatment,treatment_0023,2,2,10,0.31622776601683794,0.04260297819752132,False,interior
chipmean,sentinel1,treatment_0023,treatment,treatment_0023,2,2,10,0.3981071705534973,0.041697130570252185,False,interior
chipmean,sentinel1,treatment_0023,treatment,treatment_0023,2,2,10,0.5011872336272725,0.04124345554593029,False,interior
chipmean,sentinel1,treatment_0023,treatment,treatment_0023,2,2,10,0.6309573444801934,0.041035274027070495,False,interior
chipmean,sentinel1,treatment_0023,treatment,treatment_0023,2,2,10,0.7943282347242817,0.040946134254367474,False,interior
chipmean,sentinel1,treatment_0023,treatment,treatment_0023,2,2,10,1.0,0.04091052373444483,False,interior
chipmean,sentinel1,treatment_0023,treatment,treatment_0023,2,2,10,1.2589254117941675,0.040897485084436615,False,interior
chipmean,sentinel1,treatment_0023,treatment,treatment_0023,2,2,10,1.584893192461114,0.04089337092977753,False,interior
chipmean,sentinel1,treatment_0023,treatment,treatment_0023,2,2,10,1.9952623149688797,0.040892512369075505,True,interior
chipmean,sentinel1,treatment_0023,treatment,treatment_0023,2,2,10,2.511886431509581,0.04089268915801206,False,interior
chipmean,sentinel1,treatment_0023,treatment,treatment_0023,2,2,10,3.1622776601683795,0.04089309379321285,False,interior
chipmean,sentinel1,treatment_0023,treatment,treatment_0023,2,2,10,3.981071705534973,0.04089346760077514,False,interior
chipmean,sentinel1,treatment_0023,treatment,treatment_0023,2,2,10,5.011872336272725,0.04089375109804232,False,interior
chipmean,sentinel1,treatment_0023,treatment,treatment_0023,2,2,10,6.309573444801936,0.040893949056876724,False,interior
chipmean,sentinel1,treatment_0023,treatment,treatment_0023,2,2,10,7.943282347242821,0.040894081587858504,False,interior
chipmean,sentinel1,treatment_0023,treatment,treatment_0023,2,2,10,10.0,0.040894168253312206,False,interior
chipmean,sentinel1,treatment_0024,treatment,treatment_0024,2,2,10,0.03162277660168379,0.08857051228846363,False,interior
chipmean,sentinel1,treatment_0024,treatment,treatment_0024,2,2,10,0.039810717055349734,0.08856850286306565,False,interior
chipmean,sentinel1,treatment_0024,treatment,treatment_0024,2,2,10,0.05011872336272722,0.08849967208379611,False,interior
chipmean,sentinel1,treatment_0024,treatment,treatment_0024,2,2,10,0.06309573444801933,0.08778914664897768,False,interior
chipmean,sentinel1,treatment_0024,treatment,treatment_0024,2,2,10,0.07943282347242814,0.08445598387997474,False,interior
chipmean,sentinel1,treatment_0024,treatment,treatment_0024,2,2,10,0.1,0.07688562401550146,False,interior
chipmean,sentinel1,treatment_0024,treatment,treatment_0024,2,2,10,0.12589254117941676,0.0683706408367014,False,interior
chipmean,sentinel1,treatment_0024,treatment,treatment_0024,2,2,10,0.15848931924611137,0.06228658159762707,False,interior
chipmean,sentinel1,treatment_0024,treatment,treatment_0024,2,2,10,0.19952623149688797,0.05843201186570041,False,interior
