variant,sensor,treatment_site_id,fit_window,lambda,cv_sse,chosen
cv,sentinel1,treatment_0001,P01-09,100.0,9131.610547030321,False
cv,sentinel1,treatment_0001,P01-09,125.89254117941688,9131.591935338582,False
cv,sentinel1,treatment_0001,P01-09,158.48931924611142,9131.57018454218,False
cv,sentinel1,treatment_0001,P01-09,199.5262314968883,9131.545400561627,False
cv,sentinel1,treatment_0001,P01-09,251.18864315095823,9131.518194117205,False
cv,sentinel1,treatment_0001,P01-09,316.22776601683796,9131.490036059966,False
cv,sentinel1,treatment_0001,P01-09,398.1071705534977,9131.463788823692,False
cv,sentinel1,treatment_0001,P01-09,501.18723362727246,9131.444471155633,False
cv,sentinel1,treatment_0001,P01-09,630.9573444801943,9131.440309159598,True
cv,sentinel1,treatment_0001,P01-09,794.3282347242822,9131.464098324359,False
cv,sentinel1,treatment_0001,P01-09,1000.0,9131.53482985624,False
cv,sentinel1,treatment_0001,P01-09,1258.9254117941687,9131.67939954027,False
cv,sentinel1,treatment_0001,P01-09,1584.893192461114,9131.934007759906,False
cv,sentinel1,treatment_0001,P01-09,1995.262314968883,9132.34459811406,False
cv,sentinel1,treatment_0001,P01-09,2511.886431509582,9132.965457430731,False
cv,sentinel1,treatment_0001,P01-09,3162.2776601683795,9133.855083621955,False
cv,sentinel1,treatment_0001,P01-09,3981.0717055349774,9135.068837618108,False
cv,sentinel1,treatment_0001,P01-09,5011.872336272725,9136.648861838543,False
cv,sentinel1,treatment_0001,P01-09,6309.573444801943,9138.613109085018,False
cv,sentinel1,treatment_0001,P01-09,7943.282347242822,9140.946509549303,False
cv,sentinel1,treatment_0001,P01-09,10000.0,9143.597509916259,False
cv,sentinel1,treatment_0002,P01-08,0.0001,7583.102310014668,False
cv,sentinel1,treatment_0002,P01-08,0.00012589254117941674,7583.102309978681,False
cv,sentinel1,treatment_0002,P01-08,0.00015848931924611142,7583.102309933377,False
cv,sentinel1,treatment_0002,P01-08,0.00019952623149688788,7583.102309876341,False
cv,sentinel1,treatment_0002,P01-08,0.00025118864315095795,7583.10230980454,False
cv,sentinel1,treatment_0002,P01-08,0.00031622776601683794,7583.102309714144,False
cv,sentinel1,treatment_0002,P01-08,0.00039810717055349735,7583.1023096003455,False
cv,sentinel1,treatment_0002,P01-08,0.0005011872336272725,7583.10230945708,False
cv,sentinel1,treatment_0002,P01-08,0.000630957344480193,7583.102309276719,False
cv,sentinel1,treatment_0002,P01-08,0.0007943282347242813,7583.102309049658,False
cv,sentinel1,treatment_0002,P01-08,0.001,7583.102308763808,False
cv,sentinel1,treatment_0002,P01-08,0.0012589254117941675,7583.102308403942,False
cv,sentinel1,treatment_0002,P01-08,0.001584893192461114,7583.102307950899,False
cv,sentinel1,treatment_0002,P01-08,0.001995262314968879,7583.10230738055,False
cv,sentinel1,treatment_0002,P01-08,0.002511886431509582,7583.102306662525,False
cv,sentinel1,treatment_0002,P01-08,0.0031622776601683794,7583.102305758585,False
cv,sentinel1,treatment_0002,P01-08,0.003981071705534973,7583.102304620595,False
cv,sentinel1,treatment_0002,P01-08,0.005011872336272725,7583.102303187948,False
cv,sentinel1,treatment_0002,P01-08,0.00630957344480193,7583.10230138436,False
cv,sentinel1,treatment_0002,P01-08,0.00794328234724282,7583.10229911378,False
cv,sentinel1,treatment_0002,P01-08,0.01,7583.102296255293,False
cv,sentinel1,treatment_0002,P01-08,0.012589254117941675,7583.1022926566875,False
cv,sentinel1,treatment_0002,P01-08,0.01584893192461114,7583.102288126328,False
cv,sentinel1,treatment_0002,P01-08,0.01995262314968881,7583.102282422971,False
cv,sentinel1,treatment_0002,P01-08,0.025118864315095822,7583.102275242915,False
cv,sentinel1,treatment_0002,P01-08,0.03162277660168379,7583.102266203832,False
cv,sentinel1,treatment_0002,P01-08,0.039810717055349734,7583.102254824415,False
cv,sentinel1,treatment_0002,P01-08,0.05011872336272725,7583.102240498758,False
cv,sentinel1,treatment_0002,P01-08,0.06309573444801936,7583.102222464107,False
cv,sentinel1,treatment_0002,P01-08,0.07943282347242822,7583.102199760282,False
cv,sentinel1,treatment_0002,P01-08,0.1,7583.102171178575,False
cv,sentinel1,treatment_0002,P01-08,0.12589254117941676,7583.102135197473,False
cv,sentinel1,treatment_0002,P01-08,0.15848931924611143,7583.102089901753,False
cv,sentinel1,treatment_0002,P01-08,0.19952623149688808,7583.102032880669,False
cv,sentinel1,treatment_0002,P01-08,0.25118864315095824,7583.101961099899,False
cv,sentinel1,treatment_0002,P01-08,0.31622776601683794,7583.101870740432,False
cv,sentinel1,treatment_0002,P01-08,0.3981071705534973,7583.101756995959,False
cv,sentinel1,treatment_0002,P01-08,0.5011872336272725,7583.101613818148,False
cv,sentinel1,treatment_0002,P01-08,0.6309573444801936,7583.1014335964865,False
cv,sentinel1,treatment_0002,P01-08,0.7943282347242822,7583.101206756057,False
cv,sentinel1,treatment_0002,P01-08,1.0,7583.1009212525005,False
cv,sentinel1,treatment_0002,P01-08,1.2589254117941688,7583.100561938324,False
cv,sentinel1,treatment_0002,P01-08,1.584893192461114,7583.100109768425,False
cv,sentinel1,treatment_0002,P01-08,1.9952623149688788,7583.099540805216,False
cv,sentinel1,treatment_0002,P01-08,2.5118864315095824,7583.098824974462,False
cv,sentinel1,treatment_0002,P01-08,3.1622776601683795,7583.0979245121935,False
cv,sentinel1,treatment_0002,P01-08,3.9810717055349776,7583.09679203036,False
cv,sentinel1,treatment_0002,P01-08,5.011872336272725,7583.095368114668,False
cv,sentinel1,treatment_0002,P01-08,6.309573444801943,7583.093578352643,False
cv,sentinel1,treatment_0002,P01-08,7.943282347242821,7583.0913296746,False
cv,sentinel1,treatment_0002,P01-08,10.0,7583.088505877261,False
cv,sentinel1,treatment_0002,P01-08,12.589254117941687,7583.084962193288,False
cv,sentinel1,treatment_0002,P01-08,15.848931924611142,7583.0805187772075,False
cv,sentinel1,treatment_0002,P01-08,19.95262314968883,7583.074953011187,False
cv,sentinel1,treatment_0002,P01-08,25.11886431509582,7583.067990612167,False
cv,sentinel1,treatment_0002,P01-08,31.622776601683793,7583.05929567601,False
cv,sentinel1,treatment_0002,P01-08,39.81071705534978,7583.048460072764,False
cv,sentinel1,treatment_0002,P01-08,50.11872336272725,7583.0349930828315,False
cv,sentinel1,treatment_0002,P01-08,63.09573444801943,7583.018312945542,False
cv,sentinel1,treatment_0002,P01-08,79.43282347242821,7582.997743234275,False
cv,sentinel1,treatment_0002,P01-08,100.0,7582.97251888905,False
cv,sentinel1,treatment_0002,P01-08,125.89254117941688,7582.941809600075,False
cv,sentinel1,treatment_0002,P01-08,158.48931924611142,7582.904772353879,False
cv,sentinel1,treatment_0002,P01-08,199.5262314968883,7582.860650598683,False
cv,sentinel1,treatment_0002,P01-08,251.18864315095823,7582.808944711082,False
cv,sentinel1,treatment_0002,P01-08,316.22776601683796,7582.749686725686,False
cv,sentinel1,treatment_0002,P01-08,398.1071705534977,7582.68385988284,False
cv,sentinel1,treatment_0002,P01-08,501.18723362727246,7582.614006537494,False
cv,sentinel1,treatment_0002,P01-08,630.9573444801943,7582.545059087337,False
cv,sentinel1,treatment_0002,P01-08,794.3282347242822,7582.485396410306,False
cv,sentinel1,treatment_0002,P01-08,1000.0,7582.448058326927,True
cv,sentinel1,treatment_0002,P01-08,1258.9254117941687,7582.451930588338,False
cv,sentinel1,treatment_0002,P01-08,1584.893192461114,7582.522545597687,False
cv,sentinel1,treatment_0002,P01-08,1995.262314968883,7582.691967423123,False
cv,sentinel1,treatment_0002,P01-08,2511.886431509582,7582.997135572626,False
cv,sentinel1,treatment_0002,P01-08,3162.2776601683795,7583.476170474271,False
cv,sentinel1,treatment_0002,P01-08,3981.0717055349774,7584.16262074636,False
cv,sentinel1,treatment_0002,P01-08,5011.872336272725,7585.078446260054,False
cv,sentinel1,treatment_0002,P01-08,6309.573444801943,7586.227413554631,False
cv,sentinel1,treatment_0002,P01-08,7943.282347242822,7587.591036790075,False
cv,sentinel1,treatment_0002,P01-08,10000.0,7589.12878014665,False
cv,sentinel1,treatment_0002,P01-09,0.0001,8541.909043433461,False
cv,sentinel1,treatment_0002,P01-09,0.00012589254117941674,8541.909043405112,False
cv,sentinel1,treatment_0002,P01-09,0.00015848931924611142,8541.909043369424,False
cv,sentinel1,treatment_0002,P01-09,0.00019952623149688788,8541.909043324495,False
cv,sentinel1,treatment_0002,P01-09,0.00025118864315095795,8541.909043267931,False
cv,sentinel1,treatment_0002,P01-09,0.00031622776601683794,8541.909043196725,False
cv,sentinel1,treatment_0002,P01-09,0.00039810717055349735,8541.90904310708,False
cv,sentinel1,treatment_0002,P01-09,0.0005011872336272725,8541.909042994223,False
cv,sentinel1,treatment_0002,P01-09,0.000630957344480193,8541.909042852145,False
cv,sentinel1,treatment_0002,P01-09,0.0007943282347242813,8541.909042673276,False
cv,sentinel1,treatment_0002,P01-09,0.001,8541.9090424481,False
cv,sentinel1,treatment_0002,P01-09,0.0012589254117941675,8541.909042164616,False
cv,sentinel1,treatment_0002,P01-09,0.001584893192461114,8541.90904180773,False
cv,sentinel1,treatment_0002,P01-09,0.001995262314968879,8541.909041358442,False
cv,sentinel1,treatment_0002,P01-09,0.002511886431509582,8541.909040792818,False
cv,sentinel1,treatment_0002,P01-09,0.0031622776601683794,8541.909040080742,False
cv,sentinel1,treatment_0002,P01-09,0.003981071705534973,8541.909039184291,False
cv,sentinel1,treatment_0002,P01-09,0.005011872336272725,8541.909038055726,False
cv,sentinel1,treatment_0002,P01-09,0.00630957344480193,8541.909036634954,False
cv,sentinel1,treatment_0002,P01-09,0.00794328234724282,8541.909034846309,False
cv,sentinel1,treatment_0002,P01-09,0.01,8541.909032594544,False
cv,sentinel1,treatment_0002,P01-09,0.012589254117941675,8541.909029759747,False
cv,sentinel1,treatment_0002,P01-09,0.01584893192461114,8541.909026190964,False
cv,sentinel1,treatment_0002,P01-09,0.01995262314968881,8541.909021698159,False
cv,sentinel1,treatment_0002,P01-09,0.025118864315095822,8541.909016042084,False
cv,sentinel1,treatment_0002,P01-09,0.03162277660168379,8541.909008921564,False
cv,sentinel1,treatment_0002,P01-09,0.039810717055349734,8541.90899995745,False
cv,sentinel1,treatment_0002,P01-09,0.05011872336272725,8541.908988672443,False
cv,sentinel1,treatment_0002,P01-09,0.06309573444801936,8541.908974465681,False
cv,sentinel1,treatment_0002,P01-09,0.07943282347242822,8541.908956580786,False
cv,sentinel1,treatment_0002,P01-09,0.1,8541.908934065596,False
cv,sentinel1,treatment_0002,P01-09,0.12589254117941676,8541.908905721548,False
cv,sentinel1,treatment_0002,P01-09,0.15848931924611143,8541.908870039917,False
cv,sentinel1,treatment_0002,P01-09,0.19952623149688808,8541.908825121647,False
cv,sentinel1,treatment_0002,P01-09,0.25118864315095824,8541.908768576446,False
cv,sentinel1,treatment_0002,P01-09,0.31622776601683794,8541.908697395886,False
cv,sentinel1,treatment_0002,P01-09,0.3981071705534973,8541.90860779379,False
cv,sentinel1,treatment_0002,P01-09,0.5011872336272725,8541.908495005575,False
cv,sentinel1,treatment_0002,P01-09,0.6309573444801936,8541.908353036028,False
cv,sentinel1,treatment_0002,P01-09,0.7943282347242822,8541.908174342465,False
cv,sentinel1,treatment_0002,P01-09,1.0,8541.907949436865,False
cv,sentinel1,treatment_0002,P01-09,1.2589254117941688,8541.907666386656,False
cv,sentinel1,treatment_0002,P01-09,1.584893192461114,8541.907310188843,False
cv,sentinel1,treatment_0002,P01-09,1.9952623149688788,8541.906861986243,False
cv,sentinel1,treatment_0002,P01-09,2.5118864315095824,8541.906298087311,False
cv,sentinel1,treatment_0002,P01-09,3.1622776601683795,8541.905588742586,False
cv,sentinel1,treatment_0002,P01-09,3.9810717055349776,8541.904696620726,False
cv,sentinel1,treatment_0002,P01-09,5.011872336272725,8541.90357491593,False
cv,sentinel1,treatment_0002,P01-09,6.309573444801943,8541.902165006408,False
cv,sentinel1,treatment_0002,P01-09,7.943282347242821,8541.900393571425,False
cv,sentinel1,treatment_0002,P01-09,10.0,8541.8981690643,False
cv,sentinel1,treatment_0002,P01-09,12.589254117941687,8541.895377433666,False
cv,sentinel1,treatment_0002,P01-09,15.848931924611142,8541.891876991196,False
cv,sentinel1,treatment_0002,P01-09,19.95262314968883,8541.887492350248,False
cv,sentinel1,treatment_0002,P01-09,25.11886431509582,8541.882007422413,False
cv,sentinel1,treatment_0002,P01-09,31.622776601683793,8541.875157582142,False
cv,sentinel1,treatment_0002,P01-09,39.81071705534978,8541.866621333067,False
cv,sentinel1,treatment_0002,P01-09,50.11872336272725,8541.856012192657,False
cv,sentinel1,treatment_0002,P01-09,63.09573444801943,8541.842872144474,False
cv,sentinel1,treatment_0002,P01-09,79.43282347242821,8541.826669019638,False
cv,sentinel1,treatment_0002,P01-09,100.0,8541.806801744948,False
cv,sentinel1,treatment_0002,P01-09,125.89254117941688,8541.782619776923,False
cv,sentinel1,treatment_0002,P01-09,158.48931924611142,8541.753466525859,False
cv,sentinel1,treatment_0002,P01-09,199.5262314968883,8541.718761467271,False
cv,sentinel1,treatment_0002,P01-09,251.18864315095823,8541.678142136634,False
cv,sentinel1,treatment_0002,P01-09,316.22776601683796,8541.631695134585,False
cv,sentinel1,treatment_0002,P01-09,398.1071705534977,8541.58031360421,False
cv,sentinel1,treatment_0002,P01-09,501.18723362727246,8541.526224685285,False
cv,sentinel1,treatment_0002,P01-09,630.9573444801943,8541.473728718003,False
cv,sentinel1,treatment_0002,P01-09,794.3282347242822,8541.430173033657,False
cv,sentinel1,treatment_0002,P01-09,1000.0,8541.4071334305,True
cv,sentinel1,treatment_0002,P01-09,1258.9254117941687,8541.421680814412,False
cv,sentinel1,treatment_0002,P01-09,1584.893192461114,8541.497461107676,False
cv,sentinel1,treatment_0002,P01-09,1995.262314968883,8541.665129757193,False
cv,sentinel1,treatment_0002,P01-09,2511.886431509582,8541.961521073885,False
cv,sentinel1,treatment_0002,P01-09,3162.2776601683795,8542.426919378284,False
cv,sentinel1,treatment_0002,P01-09,3981.0717055349774,8543.100086688628,False
cv,sentinel1,treatment_0002,P01-09,5011.872336272725,8544.011378416051,False
cv,sentinel1,treatment_0002,P01-09,6309.573444801943,8545.175224081111,False
cv,sentinel1,treatment_0002,P01-09,7943.282347242822,8546.58405833036,False
cv,sentinel1,treatment_0002,P01-09,10000.0,8548.205906266267,False
cv,sentinel1,treatment_0003,P01-08,0.0001,7426.034195165668,False
cv,sentinel1,treatment_0003,P01-08,0.00012589254117941674,7426.034195127014,False
cv,sentinel1,treatment_0003,P01-08,0.00015848931924611142,7426.03419507835,False
cv,sentinel1,treatment_0003,P01-08,0.00019952623149688788,7426.034195017086,False
cv,sentinel1,treatment_0003,P01-08,0.00025118864315095795,7426.034194939958,False
cv,sentinel1,treatment_0003,P01-08,0.00031622776601683794,7426.03419484286,False
cv,sentinel1,treatment_0003,P01-08,0.00039810717055349735,7426.0341947206225,False
cv,sentinel1,treatment_0003,P01-08,0.0005011872336272725,7426.034194566734,False
cv,sentinel1,treatment_0003,P01-08,0.000630957344480193,7426.034194372999,False
cv,sentinel1,treatment_0003,P01-08,0.0007943282347242813,7426.034194129103,False
cv,sentinel1,treatment_0003,P01-08,0.001,7426.034193822054,False
cv,sentinel1,treatment_0003,P01-08,0.0012589254117941675,7426.034193435504,False
cv,sentinel1,treatment_0003,P01-08,0.001584893192461114,7426.034192948867,False
cv,sentinel1,treatment_0003,P01-08,0.001995262314968879,7426.034192336227,False
cv,sentinel1,treatment_0003,P01-08,0.002511886431509582,7426.034191564961,False
cv,sentinel1,treatment_0003,P01-08,0.0031622776601683794,7426.034190593996,False
cv,sentinel1,treatment_0003,P01-08,0.003981071705534973,7426.034189371625,False
cv,sentinel1,treatment_0003,P01-08,0.005011872336272725,7426.034187832758,False
cv,sentinel1,treatment_0003,P01-08,0.00630957344480193,7426.034185895447,False
cv,sentinel1,treatment_0003,P01-08,0.00794328234724282,7426.034183456528,False
cv,sentinel1,treatment_0003,P01-08,0.01,7426.034180386131,False
cv,sentinel1,treatment_0003,P01-08,0.012589254117941675,7426.03417652076,False
cv,sentinel1,treatment_0003,P01-08,0.01584893192461114,7426.034171654593,False
cv,sentinel1,treatment_0003,P01-08,0.01995262314968881,7426.034165528529,False
cv,sentinel1,treatment_0003,P01-08,0.025118864315095822,7426.034157816392,False
cv,sentinel1,treatment_0003,P01-08,0.03162277660168379,7426.034148107576,False
cv,sentinel1,treatment_0003,P01-08,0.039810717055349734,7426.034135885202,False
cv,sentinel1,treatment_0003,P01-08,0.05011872336272725,7426.034120498627,False
cv,sentinel1,treatment_0003,P01-08,0.06309573444801936,7426.034101128833,False
cv,sentinel1,treatment_0003,P01-08,0.07943282347242822,7426.0340767449115,False
