fill,sensor,repr,lambda,cv_sum,n_groups_ok,chosen,flag
chipmean,sentinel1,combined,10.0,72.36895290156711,10,False,interior
chipmean,sentinel1,combined,31.622776601683793,,0,False,interior
chipmean,sentinel1,combined,100.0,72.36682231850425,10,True,interior
chipmean,sentinel1,combined,316.22776601683796,,0,False,interior
chipmean,sentinel1,combined,1000.0,72.37287266294842,10,False,interior
chipmean,sentinel1,combined,3162.2776601683795,,0,False,interior
chipmean,sentinel1,combined,10000.0,72.37371252945077,10,False,interior
chipmean,sentinel1,combined,31622.776601683792,,0,False,interior
chipmean,sentinel1,combined,100000.0,72.37379942226403,10,False,interior
chipmean,sentinel1,combined,316227.7660168379,,0,False,interior
chipmean,sentinel1,combined,1000000.0,72.37380814128335,10,False,interior
chipmean,sentinel1,combined,3162277.6601683795,,0,False,interior
chipmean,sentinel1,combined,10000000.0,72.37380901348335,10,False,interior
chipmean,sentinel1,combined,31622776.60168379,,0,False,interior
chipmean,sentinel1,combined,100000000.0,72.37380910070632,10,False,interior
chipmean,sentinel2,gram,1e-08,33.9672200532684,10,False,ceiling
chipmean,sentinel2,gram,3.162277660168379e-08,,0,False,ceiling
chipmean,sentinel2,gram,1e-07,33.96721156411287,10,False,ceiling
chipmean,sentinel2,gram,3.162277660168379e-07,,0,False,ceiling
chipmean,sentinel2,gram,1e-06,33.96712593990989,10,False,ceiling
chipmean,sentinel2,gram,3.162277660168379e-06,,0,False,ceiling
chipmean,sentinel2,gram,1e-05,33.96627044352252,10,False,ceiling
chipmean,sentinel2,gram,3.1622776601683795e-05,,0,False,ceiling
chipmean,sentinel2,gram,0.0001,33.95772568913874,10,False,ceiling
chipmean,sentinel2,gram,0.00031622776601683794,,0,False,ceiling
chipmean,sentinel2,gram,0.001,33.87328238241203,10,False,ceiling
chipmean,sentinel2,gram,0.0031622776601683794,,0,False,ceiling
chipmean,sentinel2,gram,0.01,33.11646049305832,10,False,ceiling
chipmean,sentinel2,gram,0.03162277660168379,,0,False,ceiling
chipmean,sentinel2,gram,0.1,29.298337451497307,10,False,ceiling
chipmean,sentinel2,gram,0.31622776601683794,,0,False,ceiling
chipmean,sentinel2,gram,1.0,23.990191612875208,10,False,ceiling
chipmean,sentinel2,gram,3.1622776601683795,,0,False,ceiling
chipmean,sentinel2,gram,10.0,22.039058218728346,10,False,ceiling
chipmean,sentinel2,gram,31.622776601683793,,0,False,ceiling
chipmean,sentinel2,gram,100.0,21.744872161711736,10,False,ceiling
chipmean,sentinel2,gram,316.22776601683796,,0,False,ceiling
chipmean,sentinel2,gram,1000.0,21.7135273216905,10,False,ceiling
chipmean,sentinel2,gram,3162.2776601683795,,0,False,ceiling
chipmean,sentinel2,gram,10000.0,21.710372006929422,10,False,ceiling
chipmean,sentinel2,gram,31622.776601683792,,0,False,ceiling
chipmean,sentinel2,gram,100000.0,21.710056265832975,10,False,ceiling
chipmean,sentinel2,gram,316227.7660168379,,0,False,ceiling
chipmean,sentinel2,gram,1000000.0,21.710024689625886,10,False,ceiling
chipmean,sentinel2,gram,3162277.6601683795,,0,False,ceiling
chipmean,sentinel2,gram,10000000.0,21.710021531984182,10,False,ceiling
chipmean,sentinel2,gram,31622776.60168379,,0,False,ceiling
chipmean,sentinel2,gram,100000000.0,21.71002121621981,10,True,ceiling
chipmean,sentinel2,quantile,1e-08,247.49581627512282,10,False,ceiling
chipmean,sentinel2,quantile,3.162277660168379e-08,,0,False,ceiling
chipmean,sentinel2,quantile,1e-07,247.61464103414295,10,False,ceiling
chipmean,sentinel2,quantile,3.162277660168379e-07,,0,False,ceiling
chipmean,sentinel2,quantile,1e-06,247.6222693626018,10,False,ceiling
chipmean,sentinel2,quantile,3.162277660168379e-06,,0,False,ceiling
chipmean,sentinel2,quantile,1e-05,247.6222091427749,10,False,ceiling
chipmean,sentinel2,quantile,3.1622776601683795e-05,,0,False,ceiling
chipmean,sentinel2,quantile,0.0001,247.6221363724831,10,False,ceiling
chipmean,sentinel2,quantile,0.00031622776601683794,,0,False,ceiling
chipmean,sentinel2,quantile,0.001,247.62141478012342,10,False,ceiling
chipmean,sentinel2,quantile,0.0031622776601683794,,0,False,ceiling
chipmean,sentinel2,quantile,0.01,247.61421608543853,10,False,ceiling
chipmean,sentinel2,quantile,0.03162277660168379,,0,False,ceiling
chipmean,sentinel2,quantile,0.1,247.54384491768616,10,False,ceiling
chipmean,sentinel2,quantile,0.31622776601683794,,0,False,ceiling
chipmean,sentinel2,quantile,1.0,246.94989384875248,10,False,ceiling
chipmean,sentinel2,quantile,3.1622776601683795,,0,False,ceiling
chipmean,sentinel2,quantile,10.0,244.05913744961816,10,False,ceiling
chipmean,sentinel2,quantile,31.622776601683793,,0,False,ceiling
chipmean,sentinel2,quantile,100.0,240.86882923250897,10,False,ceiling
chipmean,sentinel2,quantile,316.22776601683796,,0,False,ceiling
chipmean,sentinel2,quantile,1000.0,240.09402156979857,10,False,ceiling
chipmean,sentinel2,quantile,3162.2776601683795,,0,False,ceiling
chipmean,sentinel2,quantile,10000.0,240.00241736327996,10,False,ceiling
chipmean,sentinel2,quantile,31622.776601683792,,0,False,ceiling
chipmean,sentinel2,quantile,100000.0,239.9930815828005,10,False,ceiling
chipmean,sentinel2,quantile,316227.7660168379,,0,False,ceiling
chipmean,sentinel2,quantile,1000000.0,239.9921462078493,10,False,ceiling
chipmean,sentinel2,quantile,3162277.6601683795,,0,False,ceiling
chipmean,sentinel2,quantile,10000000.0,239.99205265234062,10,False,ceiling
chipmean,sentinel2,quantile,31622776.60168379,,0,False,ceiling
chipmean,sentinel2,quantile,100000000.0,239.99204329660955,10,True,ceiling
chipmean,sentinel2,combined,1e-08,632.2212854341075,10,False,ceiling
chipmean,sentinel2,combined,3.162277660168379e-08,,0,False,ceiling
chipmean,sentinel2,combined,1e-07,630.3839481769303,10,False,ceiling
chipmean,sentinel2,combined,3.162277660168379e-07,,0,False,ceiling
chipmean,sentinel2,combined,1e-06,630.5059335548519,10,False,ceiling
chipmean,sentinel2,combined,3.162277660168379e-06,,0,False,ceiling
chipmean,sentinel2,combined,1e-05,630.5067102474454,10,False,ceiling
chipmean,sentinel2,combined,3.1622776601683795e-05,,0,False,ceiling
chipmean,sentinel2,combined,0.0001,630.506528191236,10,False,ceiling
chipmean,sentinel2,combined,0.00031622776601683794,,0,False,ceiling
chipmean,sentinel2,combined,0.001,630.5044372076367,10,False,ceiling
chipmean,sentinel2,combined,0.0031622776601683794,,0,False,ceiling
chipmean,sentinel2,combined,0.01,630.4835475857304,10,False,ceiling
chipmean,sentinel2,combined,0.03162277660168379,,0,False,ceiling
chipmean,sentinel2,combined,0.1,630.2766720866283,10,False,ceiling
chipmean,sentinel2,combined,0.31622776601683794,,0,False,ceiling
chipmean,sentinel2,combined,1.0,628.383806995084,10,False,ceiling
chipmean,sentinel2,combined,3.1622776601683795,,0,False,ceiling
chipmean,sentinel2,combined,10.0,617.4332167721302,10,False,ceiling
chipmean,sentinel2,combined,31.622776601683793,,0,False,ceiling
chipmean,sentinel2,combined,100.0,599.8683387897473,10,False,ceiling
chipmean,sentinel2,combined,316.22776601683796,,0,False,ceiling
chipmean,sentinel2,combined,1000.0,594.012618913324,10,False,ceiling
chipmean,sentinel2,combined,3162.2776601683795,,0,False,ceiling
chipmean,sentinel2,combined,10000.0,593.2292265521371,10,False,ceiling
chipmean,sentinel2,combined,31622.776601683792,,0,False,ceiling
chipmean,sentinel2,combined,100000.0,593.1478892237888,10,False,ceiling
chipmean,sentinel2,combined,316227.7660168379,,0,False,ceiling
chipmean,sentinel2,combined,1000000.0,593.139723857731,10,False,ceiling
chipmean,sentinel2,combined,3162277.6601683795,,0,False,ceiling
chipmean,sentinel2,combined,10000000.0,593.1389070030372,10,False,ceiling
chipmean,sentinel2,combined,31622776.60168379,,0,False,ceiling
chipmean,sentinel2,combined,100000000.0,593.1388253143849,10,True,ceiling
histfill,sentinel1,gram,1e-08,0.3865538989256592,10,False,interior
histfill,sentinel1,gram,3.162277660168379e-08,,0,False,interior
histfill,sentinel1,gram,1e-07,0.38655369657898553,10,False,interior
histfill,sentinel1,gram,3.162277660168379e-07,,0,False,interior
histfill,sentinel1,gram,1e-06,0.3865516755358701,10,False,interior
histfill,sentinel1,gram,3.162277660168379e-06,,0,False,interior
histfill,sentinel1,gram,1e-05,0.3865314927693003,10,False,interior
histfill,sentinel1,gram,3.1622776601683795e-05,,0,False,interior
histfill,sentinel1,gram,0.0001,0.3863323704019271,10,False,interior
histfill,sentinel1,gram,0.00031622776601683794,,0,False,interior
histfill,sentinel1,gram,0.001,0.3845789262301776,10,False,interior
histfill,sentinel1,gram,0.0031622776601683794,,0,False,interior
histfill,sentinel1,gram,0.01,0.3772395867684224,10,False,interior
histfill,sentinel1,gram,0.03162277660168379,,0,False,interior
histfill,sentinel1,gram,0.1,0.37541610762446104,10,True,interior
histfill,sentinel1,gram,0.31622776601683794,,0,False,interior
histfill,sentinel1,gram,1.0,0.37977118492757833,10,False,interior
histfill,sentinel1,gram,3.1622776601683795,,0,False,interior
histfill,sentinel1,gram,10.0,0.3814889668869911,10,False,interior
histfill,sentinel1,gram,31.622776601683793,,0,False,interior
histfill,sentinel1,gram,100.0,0.38171682263309287,10,False,interior
histfill,sentinel1,gram,316.22776601683796,,0,False,interior
histfill,sentinel1,gram,1000.0,0.3817403564604759,10,False,interior
histfill,sentinel1,gram,3162.2776601683795,,0,False,interior
histfill,sentinel1,gram,10000.0,0.3817427175736733,10,False,interior
histfill,sentinel1,gram,31622.776601683792,,0,False,interior
histfill,sentinel1,gram,100000.0,0.38174295376255335,10,False,interior
histfill,sentinel1,gram,316227.7660168379,,0,False,interior
histfill,sentinel1,gram,1000000.0,0.3817429773822172,10,False,interior
histfill,sentinel1,gram,3162277.6601683795,,0,False,interior
histfill,sentinel1,gram,10000000.0,0.38174297974419164,10,False,interior
histfill,sentinel1,gram,31622776.60168379,,0,False,interior
histfill,sentinel1,gram,100000000.0,0.38174297998038886,10,False,interior
histfill,sentinel1,quantile,1e-08,26.37168347228464,10,False,ceiling
histfill,sentinel1,quantile,3.162277660168379e-08,,0,False,ceiling
histfill,sentinel1,quantile,1e-07,26.36194310930633,10,False,ceiling
histfill,sentinel1,quantile,3.162277660168379e-07,,0,False,ceiling
histfill,sentinel1,quantile,1e-06,26.36188551244711,10,False,ceiling
histfill,sentinel1,quantile,3.162277660168379e-06,,0,False,ceiling
histfill,sentinel1,quantile,1e-05,26.36188562281902,10,False,ceiling
histfill,sentinel1,quantile,3.1622776601683795e-05,,0,False,ceiling
histfill,sentinel1,quantile,0.0001,26.3618831552091,10,False,ceiling
histfill,sentinel1,quantile,0.00031622776601683794,,0,False,ceiling
histfill,sentinel1,quantile,0.001,26.36185847425032,10,False,ceiling
histfill,sentinel1,quantile,0.0031622776601683794,,0,False,ceiling
histfill,sentinel1,quantile,0.01,26.361613337141513,10,False,ceiling
histfill,sentinel1,quantile,0.03162277660168379,,0,False,ceiling
histfill,sentinel1,quantile,0.1,26.359318548990178,10,False,ceiling
histfill,sentinel1,quantile,0.31622776601683794,,0,False,ceiling
histfill,sentinel1,quantile,1.0,26.3456178302722,10,False,ceiling
histfill,sentinel1,quantile,3.1622776601683795,,0,False,ceiling
histfill,sentinel1,quantile,10.0,26.326572967592988,10,False,ceiling
histfill,sentinel1,quantile,31.622776601683793,,0,False,ceiling
histfill,sentinel1,quantile,100.0,26.321992843849827,10,False,ceiling
histfill,sentinel1,quantile,316.22776601683796,,0,False,ceiling
histfill,sentinel1,quantile,1000.0,26.32150562291747,10,False,ceiling
histfill,sentinel1,quantile,3162.2776601683795,,0,False,ceiling
histfill,sentinel1,quantile,10000.0,26.32145702745519,10,False,ceiling
histfill,sentinel1,quantile,31622.776601683792,,0,False,ceiling
histfill,sentinel1,quantile,100000.0,26.321452170055593,10,False,ceiling
histfill,sentinel1,quantile,316227.7660168379,,0,False,ceiling
histfill,sentinel1,quantile,1000000.0,26.321451684338058,10,False,ceiling
histfill,sentinel1,quantile,3162277.6601683795,,0,False,ceiling
histfill,sentinel1,quantile,10000000.0,26.32145163576653,10,False,ceiling
histfill,sentinel1,quantile,31622776.60168379,,0,False,ceiling
histfill,sentinel1,quantile,100000000.0,26.321451630909394,10,True,ceiling
histfill,sentinel1,combined,1e-08,72.61985789705814,10,False,interior
histfill,sentinel1,combined,3.162277660168379e-08,,0,False,interior
histfill,sentinel1,combined,1e-07,72.45113142964577,10,False,interior
histfill,sentinel1,combined,3.162277660168379e-07,,0,False,interior
histfill,sentinel1,combined,1e-06,72.4498753783745,10,False,interior
histfill,sentinel1,combined,3.162277660168379e-06,,0,False,interior
histfill,sentinel1,combined,1e-05,72.4498812160161,10,False,interior
histfill,sentinel1,combined,3.1622776601683795e-05,,0,False,interior
histfill,sentinel1,combined,0.0001,72.44987799426312,10,False,interior
histfill,sentinel1,combined,0.00031622776601683794,,0,False,interior
histfill,sentinel1,combined,0.001,72.44984840874851,10,False,interior
histfill,sentinel1,combined,0.0031622776601683794,,0,False,interior
histfill,sentinel1,combined,0.01,72.44955339145373,10,False,interior
histfill,sentinel1,combined,0.03162277660168379,,0,False,interior
histfill,sentinel1,combined,0.1,72.44668220616191,10,False,interior
histfill,sentinel1,combined,0.31622776601683794,,0,False,interior
histfill,sentinel1,combined,1.0,72.42422148283578,10,False,interior
histfill,sentinel1,combined,3.1622776601683795,,0,False,interior
histfill,sentinel1,combined,10.0,72.36895290156711,10,False,interior
histfill,sentinel1,combined,31.622776601683793,,0,False,interior
histfill,sentinel1,combined,100.0,72.36682231850425,10,True,interior
histfill,sentinel1,combined,316.22776601683796,,0,False,interior
histfill,sentinel1,combined,1000.0,72.37287266294842,10,False,interior
histfill,sentinel1,combined,3162.2776601683795,,0,False,interior
histfill,sentinel1,combined,10000.0,72.37371252945077,10,False,interior
histfill,sentinel1,combined,31622.776601683792,,0,False,interior
histfill,sentinel1,combined,100000.0,72.37379942226403,10,False,interior
histfill,sentinel1,combined,316227.7660168379,,0,False,interior
histfill,sentinel1,combined,1000000.0,72.37380814128335,10,False,interior
histfill,sentinel1,combined,3162277.6601683795,,0,False,interior
histfill,sentinel1,combined,10000000.0,72.37380901348335,10,False,interior
histfill,sentinel1,combined,31622776.60168379,,0,False,interior
histfill,sentinel1,combined,100000000.0,72.37380910070632,10,False,interior
histfill,sentinel2,gram,1e-08,2.5517989022330285,10,False,interior
histfill,sentinel2,gram,3.162277660168379e-08,,0,False,interior
histfill,sentinel2,gram,1e-07,2.551797926583561,10,False,interior
histfill,sentinel2,gram,3.162277660168379e-07,,0,False,interior
histfill,sentinel2,gram,1e-06,2.5517880351809348,10,False,interior
histfill,sentinel2,gram,3.162277660168379e-06,,0,False,interior
histfill,sentinel2,gram,1e-05,2.551689148564849,10,False,interior
histfill,sentinel2,gram,3.1622776601683795e-05,,0,False,interior
histfill,sentinel2,gram,0.0001,2.550705041491912,10,False,interior
histfill,sentinel2,gram,0.00031622776601683794,,0,False,interior
histfill,sentinel2,gram,0.001,2.5413175035502626,10,False,interior
histfill,sentinel2,gram,0.0031622776601683794,,0,False,interior
histfill,sentinel2,gram,0.01,2.4779143103717742,10,False,interior
histfill,sentinel2,gram,0.03162277660168379,,0,False,interior
histfill,sentinel2,gram,0.1,2.378082170555289,10,True,interior
histfill,sentinel2,gram,0.31622776601683794,,0,False,interior
histfill,sentinel2,gram,1.0,2.4116404344654647,10,False,interior
histfill,sentinel2,gram,3.1622776601683795,,0,False,interior
histfill,sentinel2,gram,10.0,2.451120746616542,10,False,interior
histfill,sentinel2,gram,31.622776601683793,,0,False,interior
histfill,sentinel2,gram,100.0,2.458004131916967,10,False,interior
histfill,sentinel2,gram,316.22776601683796,,0,False,interior
histfill,sentinel2,gram,1000.0,2.4587439262125668,10,False,interior
histfill,sentinel2,gram,3162.2776601683795,,0,False,interior
histfill,sentinel2,gram,10000.0,2.4588184590875564,10,False,interior
histfill,sentinel2,gram,31622.776601683792,,0,False,interior
histfill,sentinel2,gram,100000.0,2.458825917951322,10,False,interior
histfill,sentinel2,gram,316227.7660168379,,0,False,interior
histfill,sentinel2,gram,1000000.0,2.458826663893503,10,False,interior
histfill,sentinel2,gram,3162277.6601683795,,0,False,interior
histfill,sentinel2,gram,10000000.0,2.458826738488277,10,False,interior
histfill,sentinel2,gram,31622776.60168379,,0,False,interior
histfill,sentinel2,gram,100000000.0,2.458826745947762,10,False,interior
histfill,sentinel2,quantile,1e-08,54.89074234037469,10,False,interior
histfill,sentinel2,quantile,3.162277660168379e-08,,0,False,interior
histfill,sentinel2,quantile,1e-07,54.49617262916736,10,False,interior
histfill,sentinel2,quantile,3.162277660168379e-07,,0,False,interior
histfill,sentinel2,quantile,1e-06,54.49721253985634,10,False,interior
histfill,sentinel2,quantile,3.162277660168379e-06,,0,False,interior
histfill,sentinel2,quantile,1e-05,54.49725656634986,10,False,interior
histfill,sentinel2,quantile,3.1622776601683795e-05,,0,False,interior
histfill,sentinel2,quantile,0.0001,54.49724877616294,10,False,interior
histfill,sentinel2,quantile,0.00031622776601683794,,0,False,interior
histfill,sentinel2,quantile,0.001,54.49717128296432,10,False,interior
histfill,sentinel2,quantile,0.0031622776601683794,,0,False,interior
histfill,sentinel2,quantile,0.01,54.496401166095296,10,False,interior
histfill,sentinel2,quantile,0.03162277660168379,,0,False,interior
histfill,sentinel2,quantile,0.1,54.4891588155163,10,False,interior
histfill,sentinel2,quantile,0.31622776601683794,,0,False,interior
histfill,sentinel2,quantile,1.0,54.44679805945929,10,True,interior
histfill,sentinel2,quantile,3.1622776601683795,,0,False,interior
histfill,sentinel2,quantile,10.0,54.44929057626343,10,False,interior
histfill,sentinel2,quantile,31.622776601683793,,0,False,interior
histfill,sentinel2,quantile,100.0,54.53111968334951,10,False,interior
histfill,sentinel2,quantile,316.22776601683796,,0,False,interior
histfill,sentinel2,quantile,1000.0,54.550634910131755,10,False,interior
histfill,sentinel2,quantile,3162.2776601683795,,0,False,interior
histfill,sentinel2,quantile,10000.0,54.55283630796349,10,False,interior
histfill,sentinel2,quantile,31622.776601683792,,0,False,interior
histfill,sentinel2,quantile,100000.0,54.55305924776479,10,False,interior
histfill,sentinel2,quantile,316227.7660168379,,0,False,interior
histfill,sentinel2,quantile,1000000.0,54.55308157008261,10,False,interior
histfill,sentinel2,quantile,3162277.6601683795,,0,False,interior
histfill,sentinel2,quantile,10000000.0,54.553083802598124,10,False,interior
histfill,sentinel2,quantile,31622776.60168379,,0,False,interior
histfill,sentinel2,quantile,100000000.0,54.55308402585253,10,False,interior
histfill,sentinel2,combined,1e-08,144.34650640269453,10,False,interior
histfill,sentinel2,combined,3.162277660168379e-08,,0,False,interior
histfill,sentinel2,combined,1e-07,116.76877435536103,10,False,interior
histfill,sentinel2,combined,3.162277660168379e-07,,0,False,interior
histfill,sentinel2,combined,1e-06,116.75935463930537,10,False,interior
histfill,sentinel2,combined,3.162277660168379e-06,,0,False,interior
histfill,sentinel2,combined,1e-05,116.75925771616515,10,False,interior
histfill,sentinel2,combined,3.1622776601683795e-05,,0,False,interior
histfill,sentinel2,combined,0.0001,116.7592471026697,10,False,interior
histfill,sentinel2,combined,0.00031622776601683794,,0,False,interior
histfill,sentinel2,combined,0.001,116.75915352719312,10,False,interior
histfill,sentinel2,combined,0.0031622776601683794,,0,False,interior
histfill,sentinel2,combined,0.01,116.75822085006308,10,False,interior
histfill,sentinel2,combined,0.03162277660168379,,0,False,interior
histfill,sentinel2,combined,0.1,116.74920947417117,10,False,interior
histfill,sentinel2,combined,0.31622776601683794,,0,False,interior
histfill,sentinel2,combined,1.0,116.68408299115667,10,False,interior
histfill,sentinel2,combined,3.1622776601683795,,0,False,interior
histfill,sentinel2,combined,10.0,116.66927969006487,10,True,interior
histfill,sentinel2,combined,31.622776601683793,,0,False,interior
histfill,sentinel2,combined,100.0,117.05127013910351,10,False,interior
histfill,sentinel2,combined,316.22776601683796,,0,False,interior
histfill,sentinel2,combined,1000.0,117.1938477784557,10,False,interior
histfill,sentinel2,combined,3162.2776601683795,,0,False,interior
histfill,sentinel2,combined,10000.0,117.2117429878526,10,False,interior
histfill,sentinel2,combined,31622.776601683792,,0,False,interior
histfill,sentinel2,combined,100000.0,117.21357815695947,10,False,interior
histfill,sentinel2,combined,316227.7660168379,,0,False,interior
histfill,sentinel2,combined,1000000.0,117.21376214203939,10,False,interior
histfill,sentinel2,combined,3162277.6601683795,,0,False,interior
histfill,sentinel2,combined,10000000.0,117.21378054524118,10,False,interior
histfill,sentinel2,combined,31622776.60168379,,0,False,interior
histfill,sentinel2,combined,100000000.0,117.2137823856083,10,False,interior
masked,sentinel2,gram,1e-08,21.3246485427153,10,False,ceiling
masked,sentinel2,gram,3.162277660168379e-08,,0,False,ceiling
masked,sentinel2,gram,1e-07,21.324646938739594,10,False,ceiling
masked,sentinel2,gram,3.162277660168379e-07,,0,False,ceiling
masked,sentinel2,gram,1e-06,21.324629741325975,10,False,ceiling
masked,sentinel2,gram,3.162277660168379e-06,,0,False,ceiling
masked,sentinel2,gram,1e-05,21.324457990992293,10,False,ceiling
masked,sentinel2,gram,3.1622776601683795e-05,,0,False,ceiling
masked,sentinel2,gram,0.0001,21.32274304105243,10,False,ceiling
masked,sentinel2,gram,0.00031622776601683794,,0,False,ceiling
masked,sentinel2,gram,0.001,21.30584399454696,10,False,ceiling
masked,sentinel2,gram,0.0031622776601683794,,0,False,ceiling
masked,sentinel2,gram,0.01,21.15791712192445,10,False,ceiling
masked,sentinel2,gram,0.03162277660168379,,0,False,ceiling
masked,sentinel2,gram,0.1,20.432537531185332,10,False,ceiling
masked,sentinel2,gram,0.31622776601683794,,0,False,ceiling
masked,sentinel2,gram,1.0,18.93596777571083,10,False,ceiling
masked,sentinel2,gram,3.1622776601683795,,0,False,ceiling
masked,sentinel2,gram,10.0,18.09159348424757,10,False,ceiling
masked,sentinel2,gram,31.622776601683793,,0,False,ceiling
masked,sentinel2,gram,100.0,17.955798341909908,10,False,ceiling
