sensor,treatment_site_id,period,method,band,observed,synthetic_decoded,effect
sentinel1,treatment_0001,P15,ascm,VH,,,
sentinel1,treatment_0001,P15,ascm,VV_minus_VH,,,
sentinel1,treatment_0001,P16,scm,VV,-9.812834739685059,-9.316496849060059,-0.496337890625
sentinel1,treatment_0001,P16,scm,VH,-15.267170906066895,-15.293822288513184,0.026651382446289062
sentinel1,treatment_0001,P16,scm,VV_minus_VH,5.454336643218994,5.977325439453125,-0.5229887962341309
sentinel1,treatment_0001,P16,ascm,VV,-9.812834739685059,-9.28950309753418,-0.5233316421508789
sentinel1,treatment_0001,P16,ascm,VH,-15.267170906066895,-15.358834266662598,0.09166336059570312
sentinel1,treatment_0001,P16,ascm,VV_minus_VH,5.454336643218994,6.069329738616943,-0.6149930953979492
sentinel1,treatment_0001,P17,scm,VV,-10.895059585571289,-10.58422565460205,-0.3108339309692383
sentinel1,treatment_0001,P17,scm,VH,-17.256847381591797,-16.690771102905273,-0.5660762786865234
sentinel1,treatment_0001,P17,scm,VV_minus_VH,6.36178731918335,6.10654354095459,0.25524377822875977
sentinel1,treatment_0001,P17,ascm,VV,-10.895059585571289,-10.721175193786621,-0.17388439178466797
sentinel1,treatment_0001,P17,ascm,VH,-17.256847381591797,-16.6794490814209,-0.5773983001708984
sentinel1,treatment_0001,P17,ascm,VV_minus_VH,6.36178731918335,5.9582743644714355,0.40351295471191406
sentinel1,treatment_0001,P18,scm,VV,-10.68575382232666,-10.800737380981445,0.11498355865478516
sentinel1,treatment_0001,P18,scm,VH,-17.195091247558594,-17.04764175415039,-0.14744949340820312
sentinel1,treatment_0001,P18,scm,VV_minus_VH,6.509337425231934,6.246903419494629,0.2624340057373047
sentinel1,treatment_0001,P18,ascm,VV,-10.68575382232666,-10.88769245147705,0.20193862915039062
sentinel1,treatment_0001,P18,ascm,VH,-17.195091247558594,-17.158220291137695,-0.03687095642089844
sentinel1,treatment_0001,P18,ascm,VV_minus_VH,6.509337425231934,6.2705278396606445,0.23880958557128906
sentinel1,treatment_0001,P19,scm,VV,-10.247611045837402,-10.608820915222168,0.3612098693847656
sentinel1,treatment_0001,P19,scm,VH,-16.396305084228516,-16.399925231933594,0.003620147705078125
sentinel1,treatment_0001,P19,scm,VV_minus_VH,6.1486945152282715,5.791105270385742,0.3575892448425293
sentinel1,treatment_0001,P19,ascm,VV,-10.247611045837402,-10.61984920501709,0.3722381591796875
sentinel1,treatment_0001,P19,ascm,VH,-16.396305084228516,-16.40225601196289,0.005950927734375
sentinel1,treatment_0001,P19,ascm,VV_minus_VH,6.1486945152282715,5.782404899597168,0.3662896156311035
sentinel1,treatment_0001,P20,scm,VV,-9.483613967895508,-9.662135124206543,0.17852115631103516
sentinel1,treatment_0001,P20,scm,VH,-15.438048362731934,-15.309709548950195,-0.12833881378173828
sentinel1,treatment_0001,P20,scm,VV_minus_VH,5.954434394836426,5.647574424743652,0.30685997009277344
sentinel1,treatment_0001,P20,ascm,VV,-9.483613967895508,-9.705689430236816,0.2220754623413086
sentinel1,treatment_0001,P20,ascm,VH,-15.438048362731934,-15.373088836669922,-0.06495952606201172
sentinel1,treatment_0001,P20,ascm,VV_minus_VH,5.954434394836426,5.66740083694458,0.2870335578918457
sentinel1,treatment_0002,P11,scm,VV,-9.713419914245605,-9.56931209564209,-0.14410781860351562
sentinel1,treatment_0002,P11,scm,VH,-15.571233749389648,-15.7530517578125,0.18181800842285156
sentinel1,treatment_0002,P11,scm,VV_minus_VH,5.857814788818359,6.18373966217041,-0.3259248733520508
sentinel1,treatment_0002,P11,ascm,VV,-9.713419914245605,-9.576786994934082,-0.13663291931152344
sentinel1,treatment_0002,P11,ascm,VH,-15.571233749389648,-15.742003440856934,0.17076969146728516
sentinel1,treatment_0002,P11,ascm,VV_minus_VH,5.857814788818359,6.165215969085693,-0.307401180267334
sentinel1,treatment_0002,P12,scm,VV,,,
sentinel1,treatment_0002,P12,scm,VH,,,
sentinel1,treatment_0002,P12,scm,VV_minus_VH,,,
sentinel1,treatment_0002,P12,ascm,VV,,,
sentinel1,treatment_0002,P12,ascm,VH,,,
sentinel1,treatment_0002,P12,ascm,VV_minus_VH,,,
sentinel1,treatment_0002,P13,scm,VV,-10.180279731750488,-10.040075302124023,-0.14020442962646484
sentinel1,treatment_0002,P13,scm,VH,-15.437196731567383,-15.835457801818848,0.39826107025146484
sentinel1,treatment_0002,P13,scm,VV_minus_VH,5.256918907165527,5.795382976531982,-0.5384640693664551
sentinel1,treatment_0002,P13,ascm,VV,-10.180279731750488,-10.10562801361084,-0.07465171813964844
sentinel1,treatment_0002,P13,ascm,VH,-15.437196731567383,-15.94421100616455,0.507014274597168
sentinel1,treatment_0002,P13,ascm,VV_minus_VH,5.256918907165527,5.838582992553711,-0.5816640853881836
sentinel1,treatment_0002,P14,scm,VV,-9.520941734313965,-9.561628341674805,0.040686607360839844
sentinel1,treatment_0002,P14,scm,VH,-15.028618812561035,-15.432397842407227,0.4037790298461914
sentinel1,treatment_0002,P14,scm,VV_minus_VH,5.50767707824707,5.87076997756958,-0.36309289932250977
sentinel1,treatment_0002,P14,ascm,VV,-9.520941734313965,-9.5800142288208,0.05907249450683594
sentinel1,treatment_0002,P14,ascm,VH,-15.028618812561035,-15.487879753112793,0.4592609405517578
sentinel1,treatment_0002,P14,ascm,VV_minus_VH,5.50767707824707,5.907865524291992,-0.4001884460449219
sentinel1,treatment_0002,P15,scm,VV,,,
sentinel1,treatment_0002,P15,scm,VH,,,
sentinel1,treatment_0002,P15,scm,VV_minus_VH,,,
sentinel1,treatment_0002,P15,ascm,VV,,,
sentinel1,treatment_0002,P15,ascm,VH,,,
sentinel1,treatment_0002,P15,ascm,VV_minus_VH,,,
sentinel1,treatment_0002,P16,scm,VV,-9.501124382019043,-9.432196617126465,-0.06892776489257812
sentinel1,treatment_0002,P16,scm,VH,-14.931614875793457,-15.423367500305176,0.49175262451171875
sentinel1,treatment_0002,P16,scm,VV_minus_VH,5.4304914474487305,5.991170883178711,-0.5606794357299805
sentinel1,treatment_0002,P16,ascm,VV,-9.501124382019043,-9.363489151000977,-0.1376352310180664
sentinel1,treatment_0002,P16,ascm,VH,-14.931614875793457,-15.416603088378906,0.4849882125854492
sentinel1,treatment_0002,P16,ascm,VV_minus_VH,5.4304914474487305,6.053114891052246,-0.6226234436035156
sentinel1,treatment_0002,P17,scm,VV,-10.936967849731445,-10.286237716674805,-0.6507301330566406
sentinel1,treatment_0002,P17,scm,VH,-17.19536781311035,-16.839597702026367,-0.3557701110839844
sentinel1,treatment_0002,P17,scm,VV_minus_VH,6.258400917053223,6.553359031677246,-0.29495811462402344
sentinel1,treatment_0002,P17,ascm,VV,-10.936967849731445,-10.170856475830078,-0.7661113739013672
sentinel1,treatment_0002,P17,ascm,VH,-17.19536781311035,-16.79701042175293,-0.3983573913574219
sentinel1,treatment_0002,P17,ascm,VV_minus_VH,6.258400917053223,6.626152038574219,-0.3677511215209961
sentinel1,treatment_0002,P18,scm,VV,-10.304560661315918,-10.330010414123535,0.025449752807617188
sentinel1,treatment_0002,P18,scm,VH,-16.05803680419922,-16.93744468688965,0.8794078826904297
sentinel1,treatment_0002,P18,scm,VV_minus_VH,5.753476142883301,6.607434272766113,-0.8539581298828125
sentinel1,treatment_0002,P18,ascm,VV,-10.304560661315918,-10.372414588928223,0.06785392761230469
sentinel1,treatment_0002,P18,ascm,VH,-16.05803680419922,-17.005451202392578,0.9474143981933594
sentinel1,treatment_0002,P18,ascm,VV_minus_VH,5.753476142883301,6.6330366134643555,-0.8795604705810547
sentinel1,treatment_0002,P19,scm,VV,-10.301629066467285,-10.027048110961914,-0.2745809555053711
sentinel1,treatment_0002,P19,scm,VH,-16.069658279418945,-16.24247169494629,0.17281341552734375
sentinel1,treatment_0002,P19,scm,VV_minus_VH,5.768028259277344,6.215421676635742,-0.44739341735839844
sentinel1,treatment_0002,P19,ascm,VV,-10.301629066467285,-10.12172794342041,-0.179901123046875
sentinel1,treatment_0002,P19,ascm,VH,-16.069658279418945,-16.444869995117188,0.3752117156982422
sentinel1,treatment_0002,P19,ascm,VV_minus_VH,5.768028259277344,6.323139190673828,-0.5551109313964844
sentinel1,treatment_0002,P20,scm,VV,-9.523370742797852,-9.106075286865234,-0.4172954559326172
sentinel1,treatment_0002,P20,scm,VH,-15.086434364318848,-15.513866424560547,0.4274320602416992
sentinel1,treatment_0002,P20,scm,VV_minus_VH,5.56306266784668,6.407792091369629,-0.8447294235229492
sentinel1,treatment_0002,P20,ascm,VV,-9.523370742797852,-9.156476974487305,-0.3668937683105469
sentinel1,treatment_0002,P20,ascm,VH,-15.086434364318848,-15.437609672546387,0.35117530822753906
sentinel1,treatment_0002,P20,ascm,VV_minus_VH,5.56306266784668,6.281131744384766,-0.7180690765380859
sentinel1,treatment_0003,P11,scm,VV,-8.848710060119629,-9.052098274230957,0.20338821411132812
sentinel1,treatment_0003,P11,scm,VH,-15.013702392578125,-15.562614440917969,0.5489120483398438
sentinel1,treatment_0003,P11,scm,VV_minus_VH,6.1849284172058105,6.510517120361328,-0.3255887031555176
sentinel1,treatment_0003,P11,ascm,VV,-8.848710060119629,-9.088433265686035,0.23972320556640625
sentinel1,treatment_0003,P11,ascm,VH,-15.013702392578125,-15.642250061035156,0.6285476684570312
sentinel1,treatment_0003,P11,ascm,VV_minus_VH,6.1849284172058105,6.553816795349121,-0.36888837814331055
sentinel1,treatment_0003,P12,scm,VV,-9.987375259399414,,
sentinel1,treatment_0003,P12,scm,VH,-16.304336547851562,,
sentinel1,treatment_0003,P12,scm,VV_minus_VH,6.316960334777832,,
sentinel1,treatment_0003,P12,ascm,VV,-9.987375259399414,,
sentinel1,treatment_0003,P12,ascm,VH,-16.304336547851562,,
sentinel1,treatment_0003,P12,ascm,VV_minus_VH,6.316960334777832,,
sentinel1,treatment_0003,P13,scm,VV,-9.378443717956543,-9.30749225616455,-0.07095146179199219
sentinel1,treatment_0003,P13,scm,VH,-14.826680183410645,-15.553239822387695,0.7265596389770508
sentinel1,treatment_0003,P13,scm,VV_minus_VH,5.448237895965576,6.245748519897461,-0.7975106239318848
sentinel1,treatment_0003,P13,ascm,VV,-9.378443717956543,-9.36807632446289,-0.010367393493652344
sentinel1,treatment_0003,P13,ascm,VH,-14.826680183410645,-15.492330551147461,0.6656503677368164
sentinel1,treatment_0003,P13,ascm,VV_minus_VH,5.448237895965576,6.1242547035217285,-0.6760168075561523
sentinel1,treatment_0003,P14,scm,VV,-9.044501304626465,-9.177010536193848,0.1325092315673828
sentinel1,treatment_0003,P14,scm,VH,-14.142470359802246,-15.433422088623047,1.2909517288208008
sentinel1,treatment_0003,P14,scm,VV_minus_VH,5.142885208129883,6.256412506103516,-1.1135272979736328
sentinel1,treatment_0003,P14,ascm,VV,-9.044501304626465,-9.071014404296875,0.026513099670410156
sentinel1,treatment_0003,P14,ascm,VH,-14.142470359802246,-15.400973320007324,1.2585029602050781
sentinel1,treatment_0003,P14,ascm,VV_minus_VH,5.142885208129883,6.329959392547607,-1.1870741844177246
sentinel1,treatment_0003,P15,scm,VV,-11.248649597167969,,
sentinel1,treatment_0003,P15,scm,VH,-17.308074951171875,,
sentinel1,treatment_0003,P15,scm,VV_minus_VH,6.05942440032959,,
sentinel1,treatment_0003,P15,ascm,VV,-11.248649597167969,,
sentinel1,treatment_0003,P15,ascm,VH,-17.308074951171875,,
sentinel1,treatment_0003,P15,ascm,VV_minus_VH,6.05942440032959,,
sentinel1,treatment_0003,P16,scm,VV,-7.7669267654418945,-8.890291213989258,1.1233644485473633
sentinel1,treatment_0003,P16,scm,VH,-13.08377742767334,-15.47810173034668,2.39432430267334
sentinel1,treatment_0003,P16,scm,VV_minus_VH,5.316849231719971,6.5878095626831055,-1.2709603309631348
sentinel1,treatment_0003,P16,ascm,VV,-7.7669267654418945,-8.908817291259766,1.141890525817871
sentinel1,treatment_0003,P16,ascm,VH,-13.08377742767334,-15.428869247436523,2.3450918197631836
sentinel1,treatment_0003,P16,ascm,VV_minus_VH,5.316849231719971,6.520051956176758,-1.203202724456787
sentinel1,treatment_0003,P17,scm,VV,-9.27944564819336,-9.631046295166016,0.35160064697265625
sentinel1,treatment_0003,P17,scm,VH,-14.79538631439209,-15.884471893310547,1.089085578918457
sentinel1,treatment_0003,P17,scm,VV_minus_VH,5.541227340698242,6.253425598144531,-0.7121982574462891
sentinel1,treatment_0003,P17,ascm,VV,-9.27944564819336,-9.597140312194824,0.31769466400146484
sentinel1,treatment_0003,P17,ascm,VH,-14.79538631439209,-15.867521286010742,1.0721349716186523
sentinel1,treatment_0003,P17,ascm,VV_minus_VH,5.541227340698242,6.270380973815918,-0.7291536331176758
sentinel1,treatment_0003,P18,scm,VV,-10.114521026611328,-9.707862854003906,-0.4066581726074219
sentinel1,treatment_0003,P18,scm,VH,-16.163782119750977,-16.004545211791992,-0.15923690795898438
sentinel1,treatment_0003,P18,scm,VV_minus_VH,6.049261569976807,6.296680450439453,-0.24741888046264648
sentinel1,treatment_0003,P18,ascm,VV,-10.114521026611328,-9.586702346801758,-0.5278186798095703
sentinel1,treatment_0003,P18,ascm,VH,-16.163782119750977,-15.968465805053711,-0.19531631469726562
sentinel1,treatment_0003,P18,ascm,VV_minus_VH,6.049261569976807,6.381762504577637,-0.3325009346008301
sentinel1,treatment_0003,P19,scm,VV,-9.738429069519043,-9.459188461303711,-0.27924060821533203
sentinel1,treatment_0003,P19,scm,VH,-15.332254409790039,-15.546818733215332,0.21456432342529297
sentinel1,treatment_0003,P19,scm,VV_minus_VH,5.593824863433838,6.087630271911621,-0.4938054084777832
sentinel1,treatment_0003,P19,ascm,VV,-9.738429069519043,-9.482324600219727,-0.2561044692993164
sentinel1,treatment_0003,P19,ascm,VH,-15.332254409790039,-15.47217082977295,0.13991641998291016
sentinel1,treatment_0003,P19,ascm,VV_minus_VH,5.593824863433838,5.989847183227539,-0.39602231979370117
sentinel1,treatment_0003,P20,scm,VV,-8.604266166687012,-9.05206298828125,0.4477968215942383
sentinel1,treatment_0003,P20,scm,VH,-13.659055709838867,-15.448486328125,1.7894306182861328
sentinel1,treatment_0003,P20,scm,VV_minus_VH,5.070911407470703,6.39642333984375,-1.3255119323730469
sentinel1,treatment_0003,P20,ascm,VV,-8.604266166687012,-9.029511451721191,0.4252452850341797
sentinel1,treatment_0003,P20,ascm,VH,-13.659055709838867,-15.507194519042969,1.8481388092041016
sentinel1,treatment_0003,P20,ascm,VV_minus_VH,5.070911407470703,6.4776835441589355,-1.4067721366882324
sentinel1,treatment_0004,P11,scm,VV,-10.296319961547852,-9.945335388183594,-0.3509845733642578
sentinel1,treatment_0004,P11,scm,VH,-16.383464813232422,-16.129077911376953,-0.25438690185546875
sentinel1,treatment_0004,P11,scm,VV_minus_VH,6.081578731536865,6.183742046356201,-0.10216331481933594
sentinel1,treatment_0004,P11,ascm,VV,-10.296319961547852,-9.949792861938477,-0.346527099609375
sentinel1,treatment_0004,P11,ascm,VH,-16.383464813232422,-16.0092830657959,-0.37418174743652344
sentinel1,treatment_0004,P11,ascm,VV_minus_VH,6.081578731536865,6.0594892501831055,0.022089481353759766
sentinel1,treatment_0004,P12,scm,VV,-10.79990005493164,,
sentinel1,treatment_0004,P12,scm,VH,-16.948850631713867,,
sentinel1,treatment_0004,P12,scm,VV_minus_VH,6.148952007293701,,
sentinel1,treatment_0004,P12,ascm,VV,-10.79990005493164,,
sentinel1,treatment_0004,P12,ascm,VH,-16.948850631713867,,
sentinel1,treatment_0004,P12,ascm,VV_minus_VH,6.148952007293701,,
sentinel1,treatment_0004,P13,scm,VV,-11.086036682128906,-10.30192756652832,-0.7841091156005859
sentinel1,treatment_0004,P13,scm,VH,-16.99587631225586,-16.056255340576172,-0.9396209716796875
sentinel1,treatment_0004,P13,scm,VV_minus_VH,5.909839153289795,5.754328727722168,0.15551042556762695
sentinel1,treatment_0004,P13,ascm,VV,-11.086036682128906,-10.297825813293457,-0.7882108688354492
sentinel1,treatment_0004,P13,ascm,VH,-16.99587631225586,-16.19565773010254,-0.8002185821533203
sentinel1,treatment_0004,P13,ascm,VV_minus_VH,5.909839153289795,5.897831439971924,0.012007713317871094
sentinel1,treatment_0004,P14,scm,VV,-10.900208473205566,-9.861763954162598,-1.0384445190429688
sentinel1,treatment_0004,P14,scm,VH,-16.632266998291016,-15.70344352722168,-0.9288234710693359
sentinel1,treatment_0004,P14,scm,VV_minus_VH,5.746747016906738,5.841679573059082,-0.09493255615234375
sentinel1,treatment_0004,P14,ascm,VV,-10.900208473205566,-9.998430252075195,-0.9017782211303711
sentinel1,treatment_0004,P14,ascm,VH,-16.632266998291016,-15.678848266601562,-0.9534187316894531
sentinel1,treatment_0004,P14,ascm,VV_minus_VH,5.746747016906738,5.680418491363525,0.06632852554321289
sentinel1,treatment_0004,P15,scm,VV,-12.4175386428833,,
sentinel1,treatment_0004,P15,scm,VH,-18.54231071472168,,
sentinel1,treatment_0004,P15,scm,VV_minus_VH,6.124771595001221,,
sentinel1,treatment_0004,P15,ascm,VV,-12.4175386428833,,
sentinel1,treatment_0004,P15,ascm,VH,-18.54231071472168,,
sentinel1,treatment_0004,P15,ascm,VV_minus_VH,6.124771595001221,,
sentinel1,treatment_0004,P16,scm,VV,-9.981199264526367,-9.545562744140625,-0.4356365203857422
sentinel1,treatment_0004,P16,scm,VH,-16.045217514038086,-15.584558486938477,-0.4606590270996094
sentinel1,treatment_0004,P16,scm,VV_minus_VH,6.0640177726745605,6.038995265960693,0.025022506713867188
sentinel1,treatment_0004,P16,ascm,VV,-9.981199264526367,-9.614349365234375,-0.3668498992919922
sentinel1,treatment_0004,P16,ascm,VH,-16.045217514038086,-15.660362243652344,-0.3848552703857422
sentinel1,treatment_0004,P16,ascm,VV_minus_VH,6.0640177726745605,6.046012878417969,0.018004894256591797
sentinel1,treatment_0004,P17,scm,VV,-10.832297325134277,-10.521180152893066,-0.31111717224121094
sentinel1,treatment_0004,P17,scm,VH,-17.22791862487793,-16.734975814819336,-0.49294281005859375
sentinel1,treatment_0004,P17,scm,VV_minus_VH,6.378448009490967,6.213794231414795,0.16465377807617188
sentinel1,treatment_0004,P17,ascm,VV,-10.832297325134277,-10.538599014282227,-0.2936983108520508
sentinel1,treatment_0004,P17,ascm,VH,-17.22791862487793,-16.739553451538086,-0.48836517333984375
sentinel1,treatment_0004,P17,ascm,VV_minus_VH,6.378448009490967,6.200954914093018,0.17749309539794922
sentinel1,treatment_0004,P18,scm,VV,-11.738046646118164,-10.855154991149902,-0.8828916549682617
sentinel1,treatment_0004,P18,scm,VH,-18.693309783935547,-17.16004180908203,-1.5332679748535156
sentinel1,treatment_0004,P18,scm,VV_minus_VH,6.955264568328857,6.304886817932129,0.6503777503967285
sentinel1,treatment_0004,P18,ascm,VV,-11.738046646118164,-10.927342414855957,-0.810704231262207
sentinel1,treatment_0004,P18,ascm,VH,-18.693309783935547,-17.27407455444336,-1.4192352294921875
sentinel1,treatment_0004,P18,ascm,VV_minus_VH,6.955264568328857,6.346734046936035,0.6085305213928223
sentinel1,treatment_0004,P19,scm,VV,-11.29218578338623,-10.354988098144531,-0.9371976852416992
sentinel1,treatment_0004,P19,scm,VH,-17.93613624572754,-16.5562801361084,-1.3798561096191406
sentinel1,treatment_0004,P19,scm,VV_minus_VH,6.643949508666992,6.201291561126709,0.4426579475402832
sentinel1,treatment_0004,P19,ascm,VV,-11.29218578338623,-10.377135276794434,-0.9150505065917969
sentinel1,treatment_0004,P19,ascm,VH,-17.93613624572754,-16.6055965423584,-1.3305397033691406
sentinel1,treatment_0004,P19,ascm,VV_minus_VH,6.643949508666992,6.228462219238281,0.41548728942871094
sentinel1,treatment_0004,P20,scm,VV,-10.145087242126465,-9.668396949768066,-0.47669029235839844
sentinel1,treatment_0004,P20,scm,VH,-15.902402877807617,-15.53897762298584,-0.36342525482177734
sentinel1,treatment_0004,P20,scm,VV_minus_VH,5.768429756164551,5.870579719543457,-0.10214996337890625
sentinel1,treatment_0004,P20,ascm,VV,-10.145087242126465,-9.590214729309082,-0.5548725128173828
sentinel1,treatment_0004,P20,ascm,VH,-15.902402877807617,-15.526434898376465,-0.37596797943115234
sentinel1,treatment_0004,P20,ascm,VV_minus_VH,5.768429756164551,5.936220169067383,-0.16779041290283203
sentinel1,treatment_0005,P11,scm,VV,-9.751911163330078,-9.710372924804688,-0.041538238525390625
sentinel1,treatment_0005,P11,scm,VH,-15.890498161315918,-16.031211853027344,0.14071369171142578
sentinel1,treatment_0005,P11,scm,VV_minus_VH,6.149209976196289,6.32083797454834,-0.17162799835205078
sentinel1,treatment_0005,P11,ascm,VV,-9.751911163330078,-9.741607666015625,-0.010303497314453125
sentinel1,treatment_0005,P11,ascm,VH,-15.890498161315918,-16.098922729492188,0.20842456817626953
sentinel1,treatment_0005,P11,ascm,VV_minus_VH,6.149209976196289,6.357314586639404,-0.20810461044311523
sentinel1,treatment_0005,P12,scm,VV,-10.387749671936035,,
sentinel1,treatment_0005,P12,scm,VH,-16.728374481201172,,
sentinel1,treatment_0005,P12,scm,VV_minus_VH,6.340626239776611,,
sentinel1,treatment_0005,P12,ascm,VV,-10.387749671936035,,
sentinel1,treatment_0005,P12,ascm,VH,-16.728374481201172,,
sentinel1,treatment_0005,P12,ascm,VV_minus_VH,6.340626239776611,,
sentinel1,treatment_0005,P13,scm,VV,-10.283590316772461,-10.394159317016602,0.11056900024414062
sentinel1,treatment_0005,P13,scm,VH,-15.840259552001953,-16.287696838378906,0.4474372863769531
sentinel1,treatment_0005,P13,scm,VV_minus_VH,5.556668758392334,5.8935370445251465,-0.3368682861328125
sentinel1,treatment_0005,P13,ascm,VV,-10.283590316772461,-10.325323104858398,0.0417327880859375
sentinel1,treatment_0005,P13,ascm,VH,-15.840259552001953,-16.301454544067383,0.4611949920654297
sentinel1,treatment_0005,P13,ascm,VV_minus_VH,5.556668758392334,5.976133346557617,-0.4194645881652832
sentinel1,treatment_0005,P14,scm,VV,-9.97500991821289,-10.010564804077148,0.03555488586425781
sentinel1,treatment_0005,P14,scm,VH,-15.307291984558105,-15.959465026855469,0.6521730422973633
sentinel1,treatment_0005,P14,scm,VV_minus_VH,5.345837593078613,5.948901176452637,-0.6030635833740234
sentinel1,treatment_0005,P14,ascm,VV,-9.97500991821289,-9.900715827941895,-0.0742940902709961
sentinel1,treatment_0005,P14,ascm,VH,-15.307291984558105,-15.920696258544922,0.6134042739868164
sentinel1,treatment_0005,P14,ascm,VV_minus_VH,5.345837593078613,6.019983291625977,-0.6741456985473633
sentinel1,treatment_0005,P15,scm,VV,-11.08664608001709,,
sentinel1,treatment_0005,P15,scm,VH,-16.677385330200195,,
sentinel1,treatment_0005,P15,scm,VV_minus_VH,5.590739727020264,,
sentinel1,treatment_0005,P15,ascm,VV,-11.08664608001709,,
sentinel1,treatment_0005,P15,ascm,VH,-16.677385330200195,,
sentinel1,treatment_0005,P15,ascm,VV_minus_VH,5.590739727020264,,
sentinel1,treatment_0005,P16,scm,VV,-9.152990341186523,-9.542924880981445,0.3899345397949219
sentinel1,treatment_0005,P16,scm,VH,-15.005399703979492,-15.814627647399902,0.8092279434204102
sentinel1,treatment_0005,P16,scm,VV_minus_VH,5.852409362792969,6.271703720092773,-0.4192943572998047
sentinel1,treatment_0005,P16,ascm,VV,-9.152990341186523,-9.560591697692871,0.40760135650634766
sentinel1,treatment_0005,P16,ascm,VH,-15.005399703979492,-15.815631866455078,0.8102321624755859
sentinel1,treatment_0005,P16,ascm,VV_minus_VH,5.852409362792969,6.255039691925049,-0.4026303291320801
sentinel1,treatment_0005,P17,scm,VV,-9.943075180053711,-10.397322654724121,0.45424747467041016
sentinel1,treatment_0005,P17,scm,VH,-15.593164443969727,-16.634212493896484,1.0410480499267578
sentinel1,treatment_0005,P17,scm,VV_minus_VH,5.658040523529053,6.236891269683838,-0.5788507461547852
sentinel1,treatment_0005,P17,ascm,VV,-9.943075180053711,-10.49752140045166,0.5544462203979492
sentinel1,treatment_0005,P17,ascm,VH,-15.593164443969727,-16.83039665222168,1.2372322082519531
sentinel1,treatment_0005,P17,ascm,VV_minus_VH,5.658040523529053,6.3328752517700195,-0.6748347282409668
sentinel1,treatment_0005,P18,scm,VV,-10.730158805847168,-10.76295280456543,0.03279399871826172
sentinel1,treatment_0005,P18,scm,VH,-16.999570846557617,-17.57040023803711,0.5708293914794922
sentinel1,treatment_0005,P18,scm,VV_minus_VH,6.269411563873291,6.807446479797363,-0.5380349159240723
sentinel1,treatment_0005,P18,ascm,VV,-10.730158805847168,-10.807915687561035,0.07775688171386719
sentinel1,treatment_0005,P18,ascm,VH,-16.999570846557617,-17.385360717773438,0.3857898712158203
sentinel1,treatment_0005,P18,ascm,VV_minus_VH,6.269411563873291,6.577445030212402,-0.30803346633911133
sentinel1,treatment_0005,P19,scm,VV,-10.344152450561523,-10.507471084594727,0.16331863403320312
sentinel1,treatment_0005,P19,scm,VH,-16.349302291870117,-16.584474563598633,0.23517227172851562
sentinel1,treatment_0005,P19,scm,VV_minus_VH,6.005150318145752,6.0770039558410645,-0.0718536376953125
sentinel1,treatment_0005,P19,ascm,VV,-10.344152450561523,-10.36913776397705,0.024985313415527344
sentinel1,treatment_0005,P19,ascm,VH,-16.349302291870117,-16.563190460205078,0.21388816833496094
