sensor,treatment_site_id,period,method,band,observed,synthetic_decoded,effect
sentinel1,treatment_0001,P18,ascm,VV,-10.68575382232666,-10.615520477294922,-0.07023334503173828
sentinel1,treatment_0001,P18,ascm,VH,-17.195091247558594,-16.80276870727539,-0.3923225402832031
sentinel1,treatment_0001,P18,ascm,VV_minus_VH,6.509337425231934,6.187247276306152,0.32209014892578125
sentinel1,treatment_0001,P19,scm,VV,-10.247611045837402,-10.237687110900879,-0.009923934936523438
sentinel1,treatment_0001,P19,scm,VH,-16.396305084228516,-16.150144577026367,-0.24616050720214844
sentinel1,treatment_0001,P19,scm,VV_minus_VH,6.1486945152282715,5.9124579429626465,0.236236572265625
sentinel1,treatment_0001,P19,ascm,VV,-10.247611045837402,-10.208924293518066,-0.03868675231933594
sentinel1,treatment_0001,P19,ascm,VH,-16.396305084228516,-16.237211227416992,-0.15909385681152344
sentinel1,treatment_0001,P19,ascm,VV_minus_VH,6.1486945152282715,6.028285980224609,0.12040853500366211
sentinel1,treatment_0001,P20,scm,VV,-9.483613967895508,-9.407913208007812,-0.07570075988769531
sentinel1,treatment_0001,P20,scm,VH,-15.438048362731934,-15.286967277526855,-0.15108108520507812
sentinel1,treatment_0001,P20,scm,VV_minus_VH,5.954434394836426,5.879053115844727,0.07538127899169922
sentinel1,treatment_0001,P20,ascm,VV,-9.483613967895508,-9.429524421691895,-0.05408954620361328
sentinel1,treatment_0001,P20,ascm,VH,-15.438048362731934,-15.2849702835083,-0.1530780792236328
sentinel1,treatment_0001,P20,ascm,VV_minus_VH,5.954434394836426,5.855447769165039,0.09898662567138672
sentinel1,treatment_0002,P11,scm,VV,-9.713419914245605,-9.454109191894531,-0.2593107223510742
sentinel1,treatment_0002,P11,scm,VH,-15.571233749389648,-15.65807819366455,0.08684444427490234
sentinel1,treatment_0002,P11,scm,VV_minus_VH,5.857814788818359,6.203969478607178,-0.34615468978881836
sentinel1,treatment_0002,P11,ascm,VV,-9.713419914245605,-9.465959548950195,-0.24746036529541016
sentinel1,treatment_0002,P11,ascm,VH,-15.571233749389648,-15.641822814941406,0.07058906555175781
sentinel1,treatment_0002,P11,ascm,VV_minus_VH,5.857814788818359,6.1758646965026855,-0.31804990768432617
sentinel1,treatment_0002,P12,scm,VV,,-9.786417007446289,
sentinel1,treatment_0002,P12,scm,VH,,-16.077865600585938,
sentinel1,treatment_0002,P12,scm,VV_minus_VH,,6.291450500488281,
sentinel1,treatment_0002,P12,ascm,VV,,-9.683229446411133,
sentinel1,treatment_0002,P12,ascm,VH,,-16.133644104003906,
sentinel1,treatment_0002,P12,ascm,VV_minus_VH,,6.450413227081299,
sentinel1,treatment_0002,P13,scm,VV,-10.180279731750488,-10.073336601257324,-0.10694313049316406
sentinel1,treatment_0002,P13,scm,VH,-15.437196731567383,-15.885319709777832,0.4481229782104492
sentinel1,treatment_0002,P13,scm,VV_minus_VH,5.256918907165527,5.811983108520508,-0.5550642013549805
sentinel1,treatment_0002,P13,ascm,VV,-10.180279731750488,-10.006516456604004,-0.17376327514648438
sentinel1,treatment_0002,P13,ascm,VH,-15.437196731567383,-15.903243064880371,0.4660463333129883
sentinel1,treatment_0002,P13,ascm,VV_minus_VH,5.256918907165527,5.896726608276367,-0.6398077011108398
sentinel1,treatment_0002,P14,scm,VV,-9.520941734313965,-9.542644500732422,0.02170276641845703
sentinel1,treatment_0002,P14,scm,VH,-15.028618812561035,-15.468802452087402,0.4401836395263672
sentinel1,treatment_0002,P14,scm,VV_minus_VH,5.50767707824707,5.926157474517822,-0.41848039627075195
sentinel1,treatment_0002,P14,ascm,VV,-9.520941734313965,-9.673872947692871,0.15293121337890625
sentinel1,treatment_0002,P14,ascm,VH,-15.028618812561035,-15.503594398498535,0.4749755859375
sentinel1,treatment_0002,P14,ascm,VV_minus_VH,5.50767707824707,5.829721927642822,-0.32204484939575195
sentinel1,treatment_0002,P15,scm,VV,,,
sentinel1,treatment_0002,P15,scm,VH,,,
sentinel1,treatment_0002,P15,scm,VV_minus_VH,,,
sentinel1,treatment_0002,P15,ascm,VV,,,
sentinel1,treatment_0002,P15,ascm,VH,,,
sentinel1,treatment_0002,P15,ascm,VV_minus_VH,,,
sentinel1,treatment_0002,P16,scm,VV,-9.501124382019043,-9.396687507629395,-0.10443687438964844
sentinel1,treatment_0002,P16,scm,VH,-14.931614875793457,-15.397709846496582,0.466094970703125
sentinel1,treatment_0002,P16,scm,VV_minus_VH,5.4304914474487305,6.001021385192871,-0.5705299377441406
sentinel1,treatment_0002,P16,ascm,VV,-9.501124382019043,-9.403624534606934,-0.09749984741210938
sentinel1,treatment_0002,P16,ascm,VH,-14.931614875793457,-15.438148498535156,0.5065336227416992
sentinel1,treatment_0002,P16,ascm,VV_minus_VH,5.4304914474487305,6.034524917602539,-0.6040334701538086
sentinel1,treatment_0002,P17,scm,VV,-10.936967849731445,-10.2006254196167,-0.7363424301147461
sentinel1,treatment_0002,P17,scm,VH,-17.19536781311035,-16.88968276977539,-0.30568504333496094
sentinel1,treatment_0002,P17,scm,VV_minus_VH,6.258400917053223,6.689056396484375,-0.43065547943115234
sentinel1,treatment_0002,P17,ascm,VV,-10.936967849731445,-10.18371295928955,-0.7532548904418945
sentinel1,treatment_0002,P17,ascm,VH,-17.19536781311035,-16.7381591796875,-0.45720863342285156
sentinel1,treatment_0002,P17,ascm,VV_minus_VH,6.258400917053223,6.554444789886475,-0.29604387283325195
sentinel1,treatment_0002,P18,scm,VV,-10.304560661315918,-10.481731414794922,0.1771707534790039
sentinel1,treatment_0002,P18,scm,VH,-16.05803680419922,-16.966594696044922,0.9085578918457031
sentinel1,treatment_0002,P18,scm,VV_minus_VH,5.753476142883301,6.48486328125,-0.7313871383666992
sentinel1,treatment_0002,P18,ascm,VV,-10.304560661315918,-10.447477340698242,0.14291667938232422
sentinel1,treatment_0002,P18,ascm,VH,-16.05803680419922,-16.914892196655273,0.8568553924560547
sentinel1,treatment_0002,P18,ascm,VV_minus_VH,5.753476142883301,6.467413425445557,-0.7139372825622559
sentinel1,treatment_0002,P19,scm,VV,-10.301629066467285,-10.092273712158203,-0.20935535430908203
sentinel1,treatment_0002,P19,scm,VH,-16.069658279418945,-16.496654510498047,0.42699623107910156
sentinel1,treatment_0002,P19,scm,VV_minus_VH,5.768028259277344,6.4043803215026855,-0.6363520622253418
sentinel1,treatment_0002,P19,ascm,VV,-10.301629066467285,-10.081355094909668,-0.2202739715576172
sentinel1,treatment_0002,P19,ascm,VH,-16.069658279418945,-16.396709442138672,0.32705116271972656
sentinel1,treatment_0002,P19,ascm,VV_minus_VH,5.768028259277344,6.315353870391846,-0.547325611114502
sentinel1,treatment_0002,P20,scm,VV,-9.523370742797852,-9.216634750366211,-0.3067359924316406
sentinel1,treatment_0002,P20,scm,VH,-15.086434364318848,-15.494001388549805,0.40756702423095703
sentinel1,treatment_0002,P20,scm,VV_minus_VH,5.56306266784668,6.2773661613464355,-0.7143034934997559
sentinel1,treatment_0002,P20,ascm,VV,-9.523370742797852,-9.096214294433594,-0.4271564483642578
sentinel1,treatment_0002,P20,ascm,VH,-15.086434364318848,-15.450678825378418,0.3642444610595703
sentinel1,treatment_0002,P20,ascm,VV_minus_VH,5.56306266784668,6.354463577270508,-0.7914009094238281
sentinel1,treatment_0003,P11,scm,VV,-8.848710060119629,-9.093801498413086,0.24509143829345703
sentinel1,treatment_0003,P11,scm,VH,-15.013702392578125,-15.63987922668457,0.6261768341064453
sentinel1,treatment_0003,P11,scm,VV_minus_VH,6.1849284172058105,6.546077728271484,-0.36114931106567383
sentinel1,treatment_0003,P11,ascm,VV,-8.848710060119629,-9.006157875061035,0.15744781494140625
sentinel1,treatment_0003,P11,ascm,VH,-15.013702392578125,-15.626266479492188,0.6125640869140625
sentinel1,treatment_0003,P11,ascm,VV_minus_VH,6.1849284172058105,6.620108604431152,-0.4351801872253418
sentinel1,treatment_0003,P12,scm,VV,-9.987375259399414,-9.538432121276855,-0.4489431381225586
sentinel1,treatment_0003,P12,scm,VH,-16.304336547851562,-16.029850006103516,-0.2744865417480469
sentinel1,treatment_0003,P12,scm,VV_minus_VH,6.316960334777832,6.49141788482666,-0.17445755004882812
sentinel1,treatment_0003,P12,ascm,VV,-9.987375259399414,-9.467493057250977,-0.5198822021484375
sentinel1,treatment_0003,P12,ascm,VH,-16.304336547851562,-15.882495880126953,-0.4218406677246094
sentinel1,treatment_0003,P12,ascm,VV_minus_VH,6.316960334777832,6.415002346038818,-0.09804201126098633
sentinel1,treatment_0003,P13,scm,VV,-9.378443717956543,-9.337203979492188,-0.04123973846435547
sentinel1,treatment_0003,P13,scm,VH,-14.826680183410645,-15.539100646972656,0.7124204635620117
sentinel1,treatment_0003,P13,scm,VV_minus_VH,5.448237895965576,6.201896667480469,-0.7536587715148926
sentinel1,treatment_0003,P13,ascm,VV,-9.378443717956543,-9.30782413482666,-0.07061958312988281
sentinel1,treatment_0003,P13,ascm,VH,-14.826680183410645,-15.553625106811523,0.7269449234008789
sentinel1,treatment_0003,P13,ascm,VV_minus_VH,5.448237895965576,6.2458014488220215,-0.7975635528564453
sentinel1,treatment_0003,P14,scm,VV,-9.044501304626465,-9.094578742980957,0.05007743835449219
sentinel1,treatment_0003,P14,scm,VH,-14.142470359802246,-15.417078971862793,1.2746086120605469
sentinel1,treatment_0003,P14,scm,VV_minus_VH,5.142885208129883,6.322499752044678,-1.179614543914795
sentinel1,treatment_0003,P14,ascm,VV,-9.044501304626465,-9.177042961120605,0.13254165649414062
sentinel1,treatment_0003,P14,ascm,VH,-14.142470359802246,-15.433431625366211,1.2909612655639648
sentinel1,treatment_0003,P14,ascm,VV_minus_VH,5.142885208129883,6.256388187408447,-1.1135029792785645
sentinel1,treatment_0003,P15,scm,VV,-11.248649597167969,,
sentinel1,treatment_0003,P15,scm,VH,-17.308074951171875,,
sentinel1,treatment_0003,P15,scm,VV_minus_VH,6.05942440032959,,
sentinel1,treatment_0003,P15,ascm,VV,-11.248649597167969,,
sentinel1,treatment_0003,P15,ascm,VH,-17.308074951171875,,
sentinel1,treatment_0003,P15,ascm,VV_minus_VH,6.05942440032959,,
sentinel1,treatment_0003,P16,scm,VV,-7.7669267654418945,-8.831446647644043,1.0645198822021484
sentinel1,treatment_0003,P16,scm,VH,-13.08377742767334,-15.458487510681152,2.3747100830078125
sentinel1,treatment_0003,P16,scm,VV_minus_VH,5.316849231719971,6.627040863037109,-1.3101916313171387
sentinel1,treatment_0003,P16,ascm,VV,-7.7669267654418945,-8.890387535095215,1.1234607696533203
sentinel1,treatment_0003,P16,ascm,VH,-13.08377742767334,-15.478105545043945,2.3943281173706055
sentinel1,treatment_0003,P16,ascm,VV_minus_VH,5.316849231719971,6.587718963623047,-1.2708697319030762
sentinel1,treatment_0003,P17,scm,VV,-9.27944564819336,-9.539429664611816,0.25998401641845703
sentinel1,treatment_0003,P17,scm,VH,-14.79538631439209,-15.84936809539795,1.0539817810058594
sentinel1,treatment_0003,P17,scm,VV_minus_VH,5.541227340698242,6.309938430786133,-0.7687110900878906
sentinel1,treatment_0003,P17,ascm,VV,-9.27944564819336,-9.631560325622559,0.3521146774291992
sentinel1,treatment_0003,P17,ascm,VH,-14.79538631439209,-15.885029792785645,1.0896434783935547
sentinel1,treatment_0003,P17,ascm,VV_minus_VH,5.541227340698242,6.253469467163086,-0.7122421264648438
sentinel1,treatment_0003,P18,scm,VV,-10.114521026611328,-9.719058990478516,-0.3954620361328125
sentinel1,treatment_0003,P18,scm,VH,-16.163782119750977,-16.01833724975586,-0.1454448699951172
sentinel1,treatment_0003,P18,scm,VV_minus_VH,6.049261569976807,6.29927921295166,-0.2500176429748535
sentinel1,treatment_0003,P18,ascm,VV,-10.114521026611328,-9.708084106445312,-0.4064369201660156
sentinel1,treatment_0003,P18,ascm,VH,-16.163782119750977,-16.004831314086914,-0.1589508056640625
sentinel1,treatment_0003,P18,ascm,VV_minus_VH,6.049261569976807,6.2967448234558105,-0.2474832534790039
sentinel1,treatment_0003,P19,scm,VV,-9.738429069519043,-9.492874145507812,-0.24555492401123047
sentinel1,treatment_0003,P19,scm,VH,-15.332254409790039,-15.50985050201416,0.1775960922241211
sentinel1,treatment_0003,P19,scm,VV_minus_VH,5.593824863433838,6.016976356506348,-0.42315149307250977
sentinel1,treatment_0003,P19,ascm,VV,-9.738429069519043,-9.459303855895996,-0.2791252136230469
sentinel1,treatment_0003,P19,ascm,VH,-15.332254409790039,-15.546916961669922,0.2146625518798828
sentinel1,treatment_0003,P19,ascm,VV_minus_VH,5.593824863433838,6.087613582611084,-0.4937887191772461
sentinel1,treatment_0003,P20,scm,VV,-8.604266166687012,-9.021098136901855,0.41683197021484375
sentinel1,treatment_0003,P20,scm,VH,-13.659055709838867,-15.42658805847168,1.7675323486328125
sentinel1,treatment_0003,P20,scm,VV_minus_VH,5.070911407470703,6.405490398406982,-1.3345789909362793
sentinel1,treatment_0003,P20,ascm,VV,-8.604266166687012,-9.05229377746582,0.4480276107788086
sentinel1,treatment_0003,P20,ascm,VH,-13.659055709838867,-15.448646545410156,1.789590835571289
sentinel1,treatment_0003,P20,ascm,VV_minus_VH,5.070911407470703,6.396354675292969,-1.3254432678222656
sentinel1,treatment_0004,P11,scm,VV,-10.296319961547852,-9.924256324768066,-0.37206363677978516
sentinel1,treatment_0004,P11,scm,VH,-16.383464813232422,-16.067216873168945,-0.31624794006347656
sentinel1,treatment_0004,P11,scm,VV_minus_VH,6.081578731536865,6.1429619789123535,-0.06138324737548828
sentinel1,treatment_0004,P11,ascm,VV,-10.296319961547852,-9.935399055480957,-0.36092090606689453
sentinel1,treatment_0004,P11,ascm,VH,-16.383464813232422,-16.05470085144043,-0.3287639617919922
sentinel1,treatment_0004,P11,ascm,VV_minus_VH,6.081578731536865,6.1193013191223145,-0.03772258758544922
sentinel1,treatment_0004,P12,scm,VV,-10.79990005493164,-10.01159381866455,-0.7883062362670898
sentinel1,treatment_0004,P12,scm,VH,-16.948850631713867,-16.368408203125,-0.5804424285888672
sentinel1,treatment_0004,P12,scm,VV_minus_VH,6.148952007293701,6.356814861297607,-0.20786285400390625
sentinel1,treatment_0004,P12,ascm,VV,-10.79990005493164,-9.911341667175293,-0.8885583877563477
sentinel1,treatment_0004,P12,ascm,VH,-16.948850631713867,-16.434146881103516,-0.5147037506103516
sentinel1,treatment_0004,P12,ascm,VV_minus_VH,6.148952007293701,6.52280330657959,-0.37385129928588867
sentinel1,treatment_0004,P13,scm,VV,-11.086036682128906,-10.385509490966797,-0.7005271911621094
sentinel1,treatment_0004,P13,scm,VH,-16.99587631225586,-16.146711349487305,-0.8491649627685547
sentinel1,treatment_0004,P13,scm,VV_minus_VH,5.909839153289795,5.761201858520508,0.1486372947692871
sentinel1,treatment_0004,P13,ascm,VV,-11.086036682128906,-10.304325103759766,-0.7817115783691406
sentinel1,treatment_0004,P13,ascm,VH,-16.99587631225586,-16.1286563873291,-0.8672199249267578
sentinel1,treatment_0004,P13,ascm,VV_minus_VH,5.909839153289795,5.824330806732178,0.08550834655761719
sentinel1,treatment_0004,P14,scm,VV,-10.900208473205566,-9.858405113220215,-1.0418033599853516
sentinel1,treatment_0004,P14,scm,VH,-16.632266998291016,-15.696074485778809,-0.936192512512207
sentinel1,treatment_0004,P14,scm,VV_minus_VH,5.746747016906738,5.837667465209961,-0.09092044830322266
sentinel1,treatment_0004,P14,ascm,VV,-10.900208473205566,-10.000717163085938,-0.8994913101196289
sentinel1,treatment_0004,P14,ascm,VH,-16.632266998291016,-15.743897438049316,-0.8883695602416992
sentinel1,treatment_0004,P14,ascm,VV_minus_VH,5.746747016906738,5.743180274963379,0.003566741943359375
sentinel1,treatment_0004,P15,scm,VV,-12.4175386428833,,
sentinel1,treatment_0004,P15,scm,VH,-18.54231071472168,,
sentinel1,treatment_0004,P15,scm,VV_minus_VH,6.124771595001221,,
sentinel1,treatment_0004,P15,ascm,VV,-12.4175386428833,,
sentinel1,treatment_0004,P15,ascm,VH,-18.54231071472168,,
sentinel1,treatment_0004,P15,ascm,VV_minus_VH,6.124771595001221,,
sentinel1,treatment_0004,P16,scm,VV,-9.981199264526367,-9.585356712341309,-0.3958425521850586
sentinel1,treatment_0004,P16,scm,VH,-16.045217514038086,-15.519746780395508,-0.5254707336425781
sentinel1,treatment_0004,P16,scm,VV_minus_VH,6.0640177726745605,5.934391021728516,0.12962675094604492
sentinel1,treatment_0004,P16,ascm,VV,-9.981199264526367,-9.596712112426758,-0.3844871520996094
sentinel1,treatment_0004,P16,ascm,VH,-16.045217514038086,-15.556229591369629,-0.48898792266845703
sentinel1,treatment_0004,P16,ascm,VV_minus_VH,6.0640177726745605,5.9595160484313965,0.10450172424316406
sentinel1,treatment_0004,P17,scm,VV,-10.832297325134277,-10.391875267028809,-0.44042205810546875
sentinel1,treatment_0004,P17,scm,VH,-17.22791862487793,-16.727807998657227,-0.5001106262207031
sentinel1,treatment_0004,P17,scm,VV_minus_VH,6.378448009490967,6.335932731628418,0.04251527786254883
sentinel1,treatment_0004,P17,ascm,VV,-10.832297325134277,-10.407784461975098,-0.4245128631591797
sentinel1,treatment_0004,P17,ascm,VH,-17.22791862487793,-16.663867950439453,-0.5640506744384766
sentinel1,treatment_0004,P17,ascm,VV_minus_VH,6.378448009490967,6.2560834884643555,0.12236452102661133
sentinel1,treatment_0004,P18,scm,VV,-11.738046646118164,-10.922527313232422,-0.8155193328857422
sentinel1,treatment_0004,P18,scm,VH,-18.693309783935547,-17.19795036315918,-1.4953594207763672
sentinel1,treatment_0004,P18,scm,VV_minus_VH,6.955264568328857,6.275423049926758,0.6798415184020996
sentinel1,treatment_0004,P18,ascm,VV,-11.738046646118164,-10.878410339355469,-0.8596363067626953
sentinel1,treatment_0004,P18,ascm,VH,-18.693309783935547,-17.12911033630371,-1.564199447631836
sentinel1,treatment_0004,P18,ascm,VV_minus_VH,6.955264568328857,6.250698566436768,0.7045660018920898
sentinel1,treatment_0004,P19,scm,VV,-11.29218578338623,-10.451515197753906,-0.8406705856323242
sentinel1,treatment_0004,P19,scm,VH,-17.93613624572754,-16.71868896484375,-1.217447280883789
sentinel1,treatment_0004,P19,scm,VV_minus_VH,6.643949508666992,6.267172813415527,0.37677669525146484
sentinel1,treatment_0004,P19,ascm,VV,-11.29218578338623,-10.444998741149902,-0.8471870422363281
sentinel1,treatment_0004,P19,ascm,VH,-17.93613624572754,-16.616531372070312,-1.3196048736572266
sentinel1,treatment_0004,P19,ascm,VV_minus_VH,6.643949508666992,6.171534538269043,0.4724149703979492
sentinel1,treatment_0004,P20,scm,VV,-10.145087242126465,-9.700552940368652,-0.4445343017578125
sentinel1,treatment_0004,P20,scm,VH,-15.902402877807617,-15.60368537902832,-0.2987174987792969
sentinel1,treatment_0004,P20,scm,VV_minus_VH,5.768429756164551,5.903132438659668,-0.1347026824951172
sentinel1,treatment_0004,P20,ascm,VV,-10.145087242126465,-9.561849594116211,-0.5832376480102539
sentinel1,treatment_0004,P20,ascm,VH,-15.902402877807617,-15.57908821105957,-0.3233146667480469
sentinel1,treatment_0004,P20,ascm,VV_minus_VH,5.768429756164551,6.017240524291992,-0.2488107681274414
sentinel1,treatment_0005,P11,scm,VV,-9.751911163330078,-9.84250545501709,0.09059429168701172
sentinel1,treatment_0005,P11,scm,VH,-15.890498161315918,-16.136157989501953,0.24565982818603516
sentinel1,treatment_0005,P11,scm,VV_minus_VH,6.149209976196289,6.293652057647705,-0.14444208145141602
sentinel1,treatment_0005,P11,ascm,VV,-9.751911163330078,-9.693607330322266,-0.0583038330078125
sentinel1,treatment_0005,P11,ascm,VH,-15.890498161315918,-16.056276321411133,0.16577816009521484
sentinel1,treatment_0005,P11,ascm,VV_minus_VH,6.149209976196289,6.3626708984375,-0.21346092224121094
sentinel1,treatment_0005,P12,scm,VV,-10.387749671936035,-9.999210357666016,-0.38853931427001953
sentinel1,treatment_0005,P12,scm,VH,-16.728374481201172,-16.351879119873047,-0.376495361328125
sentinel1,treatment_0005,P12,scm,VV_minus_VH,6.340626239776611,6.352668762207031,-0.012042522430419922
sentinel1,treatment_0005,P12,ascm,VV,-10.387749671936035,-9.914533615112305,-0.47321605682373047
sentinel1,treatment_0005,P12,ascm,VH,-16.728374481201172,-16.174663543701172,-0.5537109375
sentinel1,treatment_0005,P12,ascm,VV_minus_VH,6.340626239776611,6.260128021240234,0.08049821853637695
sentinel1,treatment_0005,P13,scm,VV,-10.283590316772461,-10.330253601074219,0.04666328430175781
sentinel1,treatment_0005,P13,scm,VH,-15.840259552001953,-16.386232376098633,0.5459728240966797
sentinel1,treatment_0005,P13,scm,VV_minus_VH,5.556668758392334,6.055979251861572,-0.4993104934692383
sentinel1,treatment_0005,P13,ascm,VV,-10.283590316772461,-10.312883377075195,0.029293060302734375
sentinel1,treatment_0005,P13,ascm,VH,-15.840259552001953,-16.457592010498047,0.6173324584960938
sentinel1,treatment_0005,P13,ascm,VV_minus_VH,5.556668758392334,6.144708156585693,-0.5880393981933594
sentinel1,treatment_0005,P14,scm,VV,-9.97500991821289,-9.934077262878418,-0.040932655334472656
sentinel1,treatment_0005,P14,scm,VH,-15.307291984558105,-15.877106666564941,0.5698146820068359
sentinel1,treatment_0005,P14,scm,VV_minus_VH,5.345837593078613,5.943029403686523,-0.5971918106079102
sentinel1,treatment_0005,P14,ascm,VV,-9.97500991821289,-10.037311553955078,0.0623016357421875
sentinel1,treatment_0005,P14,ascm,VH,-15.307291984558105,-15.896899223327637,0.5896072387695312
sentinel1,treatment_0005,P14,ascm,VV_minus_VH,5.345837593078613,5.859588623046875,-0.5137510299682617
sentinel1,treatment_0005,P15,scm,VV,-11.08664608001709,,
sentinel1,treatment_0005,P15,scm,VH,-16.677385330200195,,
sentinel1,treatment_0005,P15,scm,VV_minus_VH,5.590739727020264,,
sentinel1,treatment_0005,P15,ascm,VV,-11.08664608001709,,
sentinel1,treatment_0005,P15,ascm,VH,-16.677385330200195,,
sentinel1,treatment_0005,P15,ascm,VV_minus_VH,5.590739727020264,,
sentinel1,treatment_0005,P16,scm,VV,-9.152990341186523,-9.537410736083984,0.38442039489746094
sentinel1,treatment_0005,P16,scm,VH,-15.005399703979492,-15.818164825439453,0.8127651214599609
sentinel1,treatment_0005,P16,scm,VV_minus_VH,5.852409362792969,6.280754089355469,-0.4283447265625
sentinel1,treatment_0005,P16,ascm,VV,-9.152990341186523,-9.619250297546387,0.4662599563598633
sentinel1,treatment_0005,P16,ascm,VH,-15.005399703979492,-15.866479873657227,0.8610801696777344
sentinel1,treatment_0005,P16,ascm,VV_minus_VH,5.852409362792969,6.247230529785156,-0.3948211669921875
sentinel1,treatment_0005,P17,scm,VV,-9.943075180053711,-10.371512413024902,0.4284372329711914
sentinel1,treatment_0005,P17,scm,VH,-15.593164443969727,-16.785430908203125,1.1922664642333984
sentinel1,treatment_0005,P17,scm,VV_minus_VH,5.658040523529053,6.413919925689697,-0.7558794021606445
sentinel1,treatment_0005,P17,ascm,VV,-9.943075180053711,-10.499404907226562,0.5563297271728516
sentinel1,treatment_0005,P17,ascm,VH,-15.593164443969727,-16.846525192260742,1.2533607482910156
sentinel1,treatment_0005,P17,ascm,VV_minus_VH,5.658040523529053,6.347120761871338,-0.6890802383422852
sentinel1,treatment_0005,P18,scm,VV,-10.730158805847168,-10.904043197631836,0.17388439178466797
sentinel1,treatment_0005,P18,scm,VH,-16.999570846557617,-17.51680564880371,0.5172348022460938
sentinel1,treatment_0005,P18,scm,VV_minus_VH,6.269411563873291,6.612762928009033,-0.3433513641357422
