variant,sensor,treatment_site_id,fit_window,lambda,cv_sse,chosen
cv,sentinel1,treatment_0001,P01-09,0.005011872336272725,9113.231594923302,False
cv,sentinel1,treatment_0001,P01-09,0.00630957344480193,9113.23159388143,False
cv,sentinel1,treatment_0001,P01-09,0.00794328234724282,9113.231592569795,False
cv,sentinel1,treatment_0001,P01-09,0.01,9113.23159091855,False
cv,sentinel1,treatment_0001,P01-09,0.012589254117941675,9113.231588839768,False
cv,sentinel1,treatment_0001,P01-09,0.01584893192461114,9113.231586222757,False
cv,sentinel1,treatment_0001,P01-09,0.01995262314968881,9113.231582928167,False
cv,sentinel1,treatment_0001,P01-09,0.025118864315095822,9113.231578780575,False
cv,sentinel1,treatment_0001,P01-09,0.03162277660168379,9113.231573559144,False
cv,sentinel1,treatment_0001,P01-09,0.039810717055349734,9113.23156698588,False
cv,sentinel1,treatment_0001,P01-09,0.05011872336272725,9113.231558710826,False
cv,sentinel1,treatment_0001,P01-09,0.06309573444801936,9113.231548293466,False
cv,sentinel1,treatment_0001,P01-09,0.07943282347242822,9113.231535179288,False
cv,sentinel1,treatment_0001,P01-09,0.1,9113.231518670307,False
cv,sentinel1,treatment_0001,P01-09,0.12589254117941676,9113.23149788799,False
cv,sentinel1,treatment_0001,P01-09,0.15848931924611143,9113.231471726589,False
cv,sentinel1,treatment_0001,P01-09,0.19952623149688808,9113.231438794492,False
cv,sentinel1,treatment_0001,P01-09,0.25118864315095824,9113.231397340433,False
cv,sentinel1,treatment_0001,P01-09,0.31622776601683794,9113.231345160786,False
cv,sentinel1,treatment_0001,P01-09,0.3981071705534973,9113.231279483052,False
cv,sentinel1,treatment_0001,P01-09,0.5011872336272725,9113.231196819575,False
cv,sentinel1,treatment_0001,P01-09,0.6309573444801936,9113.231092783948,False
cv,sentinel1,treatment_0001,P01-09,0.7943282347242822,9113.230961860805,False
cv,sentinel1,treatment_0001,P01-09,1.0,9113.230797117498,False
cv,sentinel1,treatment_0001,P01-09,1.2589254117941688,9113.230589843406,False
cv,sentinel1,treatment_0001,P01-09,1.584893192461114,9113.230329099559,False
cv,sentinel1,treatment_0001,P01-09,1.9952623149688788,9113.230001157459,False
cv,sentinel1,treatment_0001,P01-09,2.5118864315095824,9113.22958880183,False
cv,sentinel1,treatment_0001,P01-09,3.1622776601683795,9113.229070467414,False
cv,sentinel1,treatment_0001,P01-09,3.9810717055349776,9113.22841917536,False
cv,sentinel1,treatment_0001,P01-09,5.011872336272725,9113.227601230758,False
cv,sentinel1,treatment_0001,P01-09,6.309573444801943,9113.22657464063,False
cv,sentinel1,treatment_0001,P01-09,7.943282347242821,9113.225287213505,False
cv,sentinel1,treatment_0001,P01-09,10.0,9113.223674310806,False
cv,sentinel1,treatment_0001,P01-09,12.589254117941687,9113.22165624283,False
cv,sentinel1,treatment_0001,P01-09,15.848931924611142,9113.219135347525,False
cv,sentinel1,treatment_0001,P01-09,19.95262314968883,9113.215992873875,False
cv,sentinel1,treatment_0001,P01-09,25.11886431509582,9113.212085937774,False
cv,sentinel1,treatment_0001,P01-09,31.622776601683793,9113.207245064465,False
cv,sentinel1,treatment_0001,P01-09,39.81071705534978,9113.201273235756,False
cv,sentinel1,treatment_0001,P01-09,50.11872336272725,9113.193948009715,False
cv,sentinel1,treatment_0001,P01-09,63.09573444801943,9113.185029303839,False
cv,sentinel1,treatment_0001,P01-09,79.43282347242821,9113.174277014548,False
cv,sentinel1,treatment_0001,P01-09,100.0,9113.161485039996,False
cv,sentinel1,treatment_0001,P01-09,125.89254117941688,9113.146541808697,False
cv,sentinel1,treatment_0001,P01-09,158.48931924611142,9113.129532477893,False
cv,sentinel1,treatment_0001,P01-09,199.5262314968883,9113.11090491549,False
cv,sentinel1,treatment_0001,P01-09,251.18864315095823,9113.09173056296,False
cv,sentinel1,treatment_0001,P01-09,316.22776601683796,9113.074101814602,False
cv,sentinel1,treatment_0001,P01-09,398.1071705534977,9113.061717791768,False
cv,sentinel1,treatment_0001,P01-09,501.18723362727246,9113.06071592512,True
cv,sentinel1,treatment_0001,P01-09,630.9573444801943,9113.080799002046,False
cv,sentinel1,treatment_0001,P01-09,794.3282347242822,9113.136672050336,False
cv,sentinel1,treatment_0001,P01-09,1000.0,9113.249720856002,False
cv,sentinel1,treatment_0001,P01-09,1258.9254117941687,9113.449713644673,False
cv,sentinel1,treatment_0001,P01-09,1584.893192461114,9113.776082403645,False
cv,sentinel1,treatment_0001,P01-09,1995.262314968883,9114.278072683348,False
cv,sentinel1,treatment_0001,P01-09,2511.886431509582,9115.012843919647,False
cv,sentinel1,treatment_0001,P01-09,3162.2776601683795,9116.04064380496,False
cv,sentinel1,treatment_0001,P01-09,3981.0717055349774,9117.416689521151,False
cv,sentinel1,treatment_0001,P01-09,5011.872336272725,9119.180465038022,False
cv,sentinel1,treatment_0001,P01-09,6309.573444801943,9121.344558195684,False
cv,sentinel1,treatment_0001,P01-09,7943.282347242822,9123.886269165268,False
cv,sentinel1,treatment_0001,P01-09,10000.0,9126.745211935608,False
cv,sentinel1,treatment_0002,P01-08,0.0001,7561.887300329486,False
cv,sentinel1,treatment_0002,P01-08,0.00012589254117941674,7561.887300293336,False
cv,sentinel1,treatment_0002,P01-08,0.00015848931924611142,7561.887300247825,False
cv,sentinel1,treatment_0002,P01-08,0.00019952623149688788,7561.88730019053,False
cv,sentinel1,treatment_0002,P01-08,0.00025118864315095795,7561.887300118399,False
cv,sentinel1,treatment_0002,P01-08,0.00031622776601683794,7561.887300027593,False
cv,sentinel1,treatment_0002,P01-08,0.00039810717055349735,7561.887299913275,False
cv,sentinel1,treatment_0002,P01-08,0.0005011872336272725,7561.887299769356,False
cv,sentinel1,treatment_0002,P01-08,0.000630957344480193,7561.887299588174,False
cv,sentinel1,treatment_0002,P01-08,0.0007943282347242813,7561.887299360078,False
cv,sentinel1,treatment_0002,P01-08,0.001,7561.887299072921,False
cv,sentinel1,treatment_0002,P01-08,0.0012589254117941675,7561.8872987114155,False
cv,sentinel1,treatment_0002,P01-08,0.001584893192461114,7561.887298256305,False
cv,sentinel1,treatment_0002,P01-08,0.001995262314968879,7561.887297683357,False
cv,sentinel1,treatment_0002,P01-08,0.002511886431509582,7561.887296962057,False
cv,sentinel1,treatment_0002,P01-08,0.0031622776601683794,7561.887296053996,False
cv,sentinel1,treatment_0002,P01-08,0.003981071705534973,7561.8872949108145,False
cv,sentinel1,treatment_0002,P01-08,0.005011872336272725,7561.887293471636,False
cv,sentinel1,treatment_0002,P01-08,0.00630957344480193,7561.887291659821,False
cv,sentinel1,treatment_0002,P01-08,0.00794328234724282,7561.887289378886,False
cv,sentinel1,treatment_0002,P01-08,0.01,7561.887286507365,False
cv,sentinel1,treatment_0002,P01-08,0.012589254117941675,7561.887282892346,False
cv,sentinel1,treatment_0002,P01-08,0.01584893192461114,7561.887278341325,False
cv,sentinel1,treatment_0002,P01-08,0.01995262314968881,7561.887272611955,False
cv,sentinel1,treatment_0002,P01-08,0.025118864315095822,7561.887265399151,False
cv,sentinel1,treatment_0002,P01-08,0.03162277660168379,7561.887256318839,False
cv,sentinel1,treatment_0002,P01-08,0.039810717055349734,7561.887244887512,False
cv,sentinel1,treatment_0002,P01-08,0.05011872336272725,7561.8872304965,False
cv,sentinel1,treatment_0002,P01-08,0.06309573444801936,7561.887212379568,False
cv,sentinel1,treatment_0002,P01-08,0.07943282347242822,7561.887189572141,False
cv,sentinel1,treatment_0002,P01-08,0.1,7561.887160859993,False
cv,sentinel1,treatment_0002,P01-08,0.12589254117941676,7561.887124714646,False
cv,sentinel1,treatment_0002,P01-08,0.15848931924611143,7561.887079212103,False
cv,sentinel1,treatment_0002,P01-08,0.19952623149688808,7561.887021930576,False
cv,sentinel1,treatment_0002,P01-08,0.25118864315095824,7561.886949821812,False
cv,sentinel1,treatment_0002,P01-08,0.31622776601683794,7561.886859049241,False
cv,sentinel1,treatment_0002,P01-08,0.3981071705534973,7561.8867447844095,False
cv,sentinel1,treatment_0002,P01-08,0.5011872336272725,7561.886600951045,False
cv,sentinel1,treatment_0002,P01-08,0.6309573444801936,7561.886419903363,False
cv,sentinel1,treatment_0002,P01-08,0.7943282347242822,7561.886192021879,False
cv,sentinel1,treatment_0002,P01-08,1.0,7561.8859052058815,False
cv,sentinel1,treatment_0002,P01-08,1.2589254117941688,7561.885544236535,False
cv,sentinel1,treatment_0002,P01-08,1.584893192461114,7561.885089978304,False
cv,sentinel1,treatment_0002,P01-08,1.9952623149688788,7561.884518378753,False
cv,sentinel1,treatment_0002,P01-08,2.5118864315095824,7561.883799217497,False
cv,sentinel1,treatment_0002,P01-08,3.1622776601683795,7561.882894544085,False
cv,sentinel1,treatment_0002,P01-08,3.9810717055349776,7561.881756731766,False
cv,sentinel1,treatment_0002,P01-08,5.011872336272725,7561.880326059507,False
cv,sentinel1,treatment_0002,P01-08,6.309573444801943,7561.878527718814,False
cv,sentinel1,treatment_0002,P01-08,7.943282347242821,7561.876268125848,False
cv,sentinel1,treatment_0002,P01-08,10.0,7561.873430405392,False
cv,sentinel1,treatment_0002,P01-08,12.589254117941687,7561.869868905241,False
cv,sentinel1,treatment_0002,P01-08,15.848931924611142,7561.865402604465,False
cv,sentinel1,treatment_0002,P01-08,19.95262314968883,7561.859807308479,False
cv,sentinel1,treatment_0002,P01-08,25.11886431509582,7561.852806596565,False
cv,sentinel1,treatment_0002,P01-08,31.622776601683793,7561.8440616334565,False
cv,sentinel1,treatment_0002,P01-08,39.81071705534978,7561.833160222691,False
cv,sentinel1,treatment_0002,P01-08,50.11872336272725,7561.819605936291,False
cv,sentinel1,treatment_0002,P01-08,63.09573444801943,7561.8028089088875,False
cv,sentinel1,treatment_0002,P01-08,79.43282347242821,7561.782081085087,False
cv,sentinel1,treatment_0002,P01-08,100.0,7561.756640564172,False
cv,sentinel1,treatment_0002,P01-08,125.89254117941688,7561.72563246066,False
cv,sentinel1,treatment_0002,P01-08,158.48931924611142,7561.688177694787,False
cv,sentinel1,treatment_0002,P01-08,199.5262314968883,7561.643466608736,False
cv,sentinel1,treatment_0002,P01-08,251.18864315095823,7561.590921327159,False
cv,sentinel1,treatment_0002,P01-08,316.22776601683796,7561.53045883765,False
cv,sentinel1,treatment_0002,P01-08,398.1071705534977,7561.462894174921,False
cv,sentinel1,treatment_0002,P01-08,501.18723362727246,7561.390526057993,False
cv,sentinel1,treatment_0002,P01-08,630.9573444801943,7561.317938817695,False
cv,sentinel1,treatment_0002,P01-08,794.3282347242822,7561.253023423221,False
cv,sentinel1,treatment_0002,P01-08,1000.0,7561.208152838068,False
cv,sentinel1,treatment_0002,P01-08,1258.9254117941687,7561.201331030301,True
cv,sentinel1,treatment_0002,P01-08,1584.893192461114,7561.256973511401,False
cv,sentinel1,treatment_0002,P01-08,1995.262314968883,7561.405807085659,False
cv,sentinel1,treatment_0002,P01-08,2511.886431509582,7561.68328642341,False
cv,sentinel1,treatment_0002,P01-08,3162.2776601683795,7562.126050009569,False
cv,sentinel1,treatment_0002,P01-08,3981.0717055349774,7562.766398668475,False
cv,sentinel1,treatment_0002,P01-08,5011.872336272725,7563.62556311027,False
cv,sentinel1,treatment_0002,P01-08,6309.573444801943,7564.707372980589,False
cv,sentinel1,treatment_0002,P01-08,7943.282347242822,7565.994373043779,False
cv,sentinel1,treatment_0002,P01-08,10000.0,7567.448025037593,False
cv,sentinel1,treatment_0002,P01-09,0.0001,8518.265596341907,False
cv,sentinel1,treatment_0002,P01-09,0.00012589254117941674,8518.265596313457,False
cv,sentinel1,treatment_0002,P01-09,0.00015848931924611142,8518.265596277637,False
cv,sentinel1,treatment_0002,P01-09,0.00019952623149688788,8518.265596232543,False
cv,sentinel1,treatment_0002,P01-09,0.00025118864315095795,8518.265596175772,False
cv,sentinel1,treatment_0002,P01-09,0.00031622776601683794,8518.265596104304,False
cv,sentinel1,treatment_0002,P01-09,0.00039810717055349735,8518.26559601433,False
cv,sentinel1,treatment_0002,P01-09,0.0005011872336272725,8518.265595901059,False
cv,sentinel1,treatment_0002,P01-09,0.000630957344480193,8518.265595758457,False
cv,sentinel1,treatment_0002,P01-09,0.0007943282347242813,8518.265595578936,False
cv,sentinel1,treatment_0002,P01-09,0.001,8518.26559535293,False
cv,sentinel1,treatment_0002,P01-09,0.0012589254117941675,8518.265595068407,False
cv,sentinel1,treatment_0002,P01-09,0.001584893192461114,8518.265594710214,False
cv,sentinel1,treatment_0002,P01-09,0.001995262314968879,8518.265594259276,False
cv,sentinel1,treatment_0002,P01-09,0.002511886431509582,8518.265593691576,False
cv,sentinel1,treatment_0002,P01-09,0.0031622776601683794,8518.265592976888,False
cv,sentinel1,treatment_0002,P01-09,0.003981071705534973,8518.265592077147,False
cv,sentinel1,treatment_0002,P01-09,0.005011872336272725,8518.265590944444,False
cv,sentinel1,treatment_0002,P01-09,0.00630957344480193,8518.265589518456,False
cv,sentinel1,treatment_0002,P01-09,0.00794328234724282,8518.265587723248,False
cv,sentinel1,treatment_0002,P01-09,0.01,8518.265585463221,False
cv,sentinel1,treatment_0002,P01-09,0.012589254117941675,8518.265582618023,False
cv,sentinel1,treatment_0002,P01-09,0.01584893192461114,8518.265579036148,False
cv,sentinel1,treatment_0002,P01-09,0.01995262314968881,8518.265574526853,False
cv,sentinel1,treatment_0002,P01-09,0.025118864315095822,8518.265568850022,False
cv,sentinel1,treatment_0002,P01-09,0.03162277660168379,8518.26556170337,False
cv,sentinel1,treatment_0002,P01-09,0.039810717055349734,8518.265552706354,False
cv,sentinel1,treatment_0002,P01-09,0.05011872336272725,8518.265541379922,False
cv,sentinel1,treatment_0002,P01-09,0.06309573444801936,8518.265527121006,False
cv,sentinel1,treatment_0002,P01-09,0.07943282347242822,8518.26550917044,False
cv,sentinel1,treatment_0002,P01-09,0.1,8518.265486572567,False
cv,sentinel1,treatment_0002,P01-09,0.12589254117941676,8518.265458124395,False
cv,sentinel1,treatment_0002,P01-09,0.15848931924611143,8518.265422311651,False
cv,sentinel1,treatment_0002,P01-09,0.19952623149688808,8518.265377228257,False
cv,sentinel1,treatment_0002,P01-09,0.25118864315095824,8518.26532047509,False
cv,sentinel1,treatment_0002,P01-09,0.31622776601683794,8518.265249032564,False
cv,sentinel1,treatment_0002,P01-09,0.3981071705534973,8518.265159100443,False
cv,sentinel1,treatment_0002,P01-09,0.5011872336272725,8518.265045896384,False
cv,sentinel1,treatment_0002,P01-09,0.6309573444801936,8518.264903402742,False
cv,sentinel1,treatment_0002,P01-09,0.7943282347242822,8518.264724048457,False
cv,sentinel1,treatment_0002,P01-09,1.0,8518.2644983096,False
cv,sentinel1,treatment_0002,P01-09,1.2589254117941688,8518.26421420807,False
cv,sentinel1,treatment_0002,P01-09,1.584893192461114,8518.263856683057,False
cv,sentinel1,treatment_0002,P01-09,1.9952623149688788,8518.263406803804,False
cv,sentinel1,treatment_0002,P01-09,2.5118864315095824,8518.262840784893,False
cv,sentinel1,treatment_0002,P01-09,3.1622776601683795,8518.262128756693,False
cv,sentinel1,treatment_0002,P01-09,3.9810717055349776,8518.261233233445,False
cv,sentinel1,treatment_0002,P01-09,5.011872336272725,8518.260107209982,False
cv,sentinel1,treatment_0002,P01-09,6.309573444801943,8518.258691805659,False
cv,sentinel1,treatment_0002,P01-09,7.943282347242821,8518.256913361414,False
cv,sentinel1,treatment_0002,P01-09,10.0,8518.254679884978,False
cv,sentinel1,treatment_0002,P01-09,12.589254117941687,8518.251876732917,False
cv,sentinel1,treatment_0002,P01-09,15.848931924611142,8518.248361422422,False
cv,sentinel1,treatment_0002,P01-09,19.95262314968883,8518.24395748919,False
cv,sentinel1,treatment_0002,P01-09,25.11886431509582,8518.238447365999,False
cv,sentinel1,treatment_0002,P01-09,31.622776601683793,8518.23156437343,False
cv,sentinel1,treatment_0002,P01-09,39.81071705534978,8518.222984127591,False
cv,sentinel1,treatment_0002,P01-09,50.11872336272725,8518.212316037801,False
cv,sentinel1,treatment_0002,P01-09,63.09573444801943,8518.19909617673,False
cv,sentinel1,treatment_0002,P01-09,79.43282347242821,8518.182783783792,False
cv,sentinel1,treatment_0002,P01-09,100.0,8518.162765187451,False
cv,sentinel1,treatment_0002,P01-09,125.89254117941688,8518.138371239987,False
cv,sentinel1,treatment_0002,P01-09,158.48931924611142,8518.108917738095,False
cv,sentinel1,treatment_0002,P01-09,199.5262314968883,8518.073783052123,False
cv,sentinel1,treatment_0002,P01-09,251.18864315095823,8518.032543498353,False
cv,sentinel1,treatment_0002,P01-09,316.22776601683796,8517.985194697338,False
cv,sentinel1,treatment_0002,P01-09,398.1071705534977,8517.932495270727,False
cv,sentinel1,treatment_0002,P01-09,501.18723362727246,8517.876475128927,False
cv,sentinel1,treatment_0002,P01-09,630.9573444801943,8517.82114897864,False
cv,sentinel1,treatment_0002,P01-09,794.3282347242822,8517.773457402795,False
cv,sentinel1,treatment_0002,P01-09,1000.0,8517.744409774818,True
cv,sentinel1,treatment_0002,P01-09,1258.9254117941687,8517.750310808282,False
cv,sentinel1,treatment_0002,P01-09,1584.893192461114,8517.81380817772,False
cv,sentinel1,treatment_0002,P01-09,1995.262314968883,8517.964318363847,False
cv,sentinel1,treatment_0002,P01-09,2511.886431509582,8518.23723283901,False
cv,sentinel1,treatment_0002,P01-09,3162.2776601683795,8518.671295003132,False
cv,sentinel1,treatment_0002,P01-09,3981.0717055349774,8519.303817358425,False
cv,sentinel1,treatment_0002,P01-09,5011.872336272725,8520.164061847307,False
cv,sentinel1,treatment_0002,P01-09,6309.573444801943,8521.266016275302,False
cv,sentinel1,treatment_0002,P01-09,7943.282347242822,8522.602573645552,False
cv,sentinel1,treatment_0002,P01-09,10000.0,8524.143228499392,False
cv,sentinel1,treatment_0003,P01-08,0.0001,7410.611828994791,False
cv,sentinel1,treatment_0003,P01-08,0.00012589254117941674,7410.611828955827,False
cv,sentinel1,treatment_0003,P01-08,0.00015848931924611142,7410.611828906778,False
cv,sentinel1,treatment_0003,P01-08,0.00019952623149688788,7410.611828845026,False
cv,sentinel1,treatment_0003,P01-08,0.00025118864315095795,7410.611828767287,False
cv,sentinel1,treatment_0003,P01-08,0.00031622776601683794,7410.611828669418,False
cv,sentinel1,treatment_0003,P01-08,0.00039810717055349735,7410.611828546208,False
cv,sentinel1,treatment_0003,P01-08,0.0005011872336272725,7410.611828391098,False
cv,sentinel1,treatment_0003,P01-08,0.000630957344480193,7410.611828195823,False
cv,sentinel1,treatment_0003,P01-08,0.0007943282347242813,7410.61182794999,False
cv,sentinel1,treatment_0003,P01-08,0.001,7410.611827640503,False
cv,sentinel1,treatment_0003,P01-08,0.0012589254117941675,7410.611827250882,False
cv,sentinel1,treatment_0003,P01-08,0.001584893192461114,7410.611826760379,False
cv,sentinel1,treatment_0003,P01-08,0.001995262314968879,7410.611826142873,False
cv,sentinel1,treatment_0003,P01-08,0.002511886431509582,7410.61182536548,False
cv,sentinel1,treatment_0003,P01-08,0.0031622776601683794,7410.611824386802,False
cv,sentinel1,treatment_0003,P01-08,0.003981071705534973,7410.611823154724,False
cv,sentinel1,treatment_0003,P01-08,0.005011872336272725,7410.611821603634,False
cv,sentinel1,treatment_0003,P01-08,0.00630957344480193,7410.611819650932,False
cv,sentinel1,treatment_0003,P01-08,0.00794328234724282,7410.611817192642,False
cv,sentinel1,treatment_0003,P01-08,0.01,7410.611814097855,False
cv,sentinel1,treatment_0003,P01-08,0.012589254117941675,7410.611810201779,False
cv,sentinel1,treatment_0003,P01-08,0.01584893192461114,7410.611805296958,False
cv,sentinel1,treatment_0003,P01-08,0.01995262314968881,7410.611799122228,False
cv,sentinel1,treatment_0003,P01-08,0.025118864315095822,7410.611791348827,False
cv,sentinel1,treatment_0003,P01-08,0.03162277660168379,7410.611781562883,False
cv,sentinel1,treatment_0003,P01-08,0.039810717055349734,7410.611769243411,False
cv,sentinel1,treatment_0003,P01-08,0.05011872336272725,7410.611753734592,False
cv,sentinel1,treatment_0003,P01-08,0.06309573444801936,7410.611734210903,False
cv,sentinel1,treatment_0003,P01-08,0.07943282347242822,7410.611709633233,False
